#gen	Feasible	f1	f2	f3	f4	f5	c1	c2	c3	c4	c5	c6	c7	x1	x2	x3	ras
30	1	65699.96376	368.8094592	782306.71	3290485.828	9545.272538	0.6181890985	0.996990262	41803.42924	15993.77326	9991.864726	2119.325983	549.5101473	0.1229364864	0.02741598804	0.01000000671	0.1
30	1	65718.25444	532.2042413	787194.6802	3268156.326	6335.496787	0.7465801285	1.025254762	42940.19792	16187.56059	10189.34676	2119.325359	564.6584418	0.1774014138	0.02758728726	0.01	0
30	1	66596.03665	322.4840081	1021761.681	2357177.195	8263.001063	0.6694799575	1.008281631	42257.55616	16071.18924	10070.7567	2119.325743	555.5617295	0.1074946694	0.03580770261	0.01000003009	0
30	1	73299.44013	709.1564819	2813098.701	194379.6882	726.1528745	0.970953885	1.074649273	44926.79347	16526.21969	10534.46265	2119.317682	591.1313166	0.236385494	0.09858522156	0.01	0.1
30	1	65696.85726	339.1146911	781476.7583	3294292.127	10460.00508	0.5815997969	0.988935351	41479.46918	15938.54711	9935.585644	2119.326109	545.1931365	0.1130382304	0.02738690232	0.01	0.1
30	1	66321.98035	4266.273846	889681.2832	2891785.87	273.4175809	0.9890632968	1.078647313	45075.44107	16552.33618	10561.72947	2115.759235	593.1683988	1.422091282	0.03117893673	0.012062254	0.1
30	0	65297.45177	168.9948819	674694.4368	3822714.818	25324.8836	-0.01299534398	0.8580388764	36214.93953	15041.0924	9021.020819	2119.323826	475.0393805	0.0563316273	0.02364470913	0.01000175389	0.1
30	1	65069.7645	346.7457875	613900.1014	4160488.56	13209.63001	0.4716147997	0.9647228264	40505.66677	15772.54098	9766.414475	2119.326363	532.2164893	0.1155819292	0.0215141678	0.01	0.1
30	1	66248.76026	612.9607281	928960.6142	2682475.913	4459.19363	0.8216322548	1.041777029	43604.7062	16300.84071	10304.78665	2119.324626	573.5135128	0.2043202427	0.03255548337	0.01	0.1
30	1	65836.80184	283.2106264	805356.2467	3201489.21	12335.72864	0.5065708542	0.9724207987	40812.48029	15825.02243	9820.046388	2118.510885	536.3179288	0.09440354213	0.0282237605	0.01047372523	0
30	0	67131.81093	30	1164936.354	1930958.041	84353.8532	-2.374154128	0.3382441992	15309.35152	11477.27248	5389.253348	2119.32723	196.4567022	0.01	0.04082526807	0.01	0
30	1	68103.224	337.6993073	1424240.954	1345671.054	5421.170558	0.7831531777	1.03330615	43263.95768	16242.75634	10245.59801	2119.307924	568.9730548	0.1125664358	0.04991261413	0.01000995404	0.1
30	0	67472.26136	30	1255914.195	1701108.996	78187.88305	-2.127515322	0.392540224	17493.08086	11849.53739	5768.61577	2119.327216	225.5565325	0.01	0.04401359223	0.01	0.1
30	0	64085.55116	279.25196	350890.8772	6001534.644	29593.54198	-0.183741679	0.8204501052	34703.16879	14783.37703	8758.391345	2119.326923	454.8938544	0.09308398667	0.01229699294	0.01	0.8
30	1	66076.92469	139.8902953	883041.3525	2859674.04	23316.33665	0.06734653396	0.8757256399	36926.29299	15162.35766	9144.597531	2119.326798	484.5186507	0.04663009844	0.03094623994	0.0100000004	0.9
30	1	73654.36754	93.94416064	2803592.8	204232.7292	10981.07845	0.5607568618	0.9843670594	41274.19246	15904.92965	9902.484144	2113.031407	542.5574044	0.03131472021	0.09825208664	0.01365703618	0.1
30	1	65069.7645	346.2849067	613900.1014	4160488.56	13228.22925	0.4708708298	0.964559046	40499.07969	15771.41807	9765.270153	2119.326364	532.1287116	0.1154283022	0.0215141678	0.01	0.1
30	1	66516.8616	177.2320599	1000604.76	2427682.175	16009.29851	0.3596280597	0.9400696304	39514.141	15603.51351	9594.164367	2119.326536	519.0036653	0.0590773533	0.03506625699	0.01	0.1
30	1	64137.98131	547.9180186	364901.6757	5885534.673	14113.45297	0.4354618811	0.9567639825	40185.57038	15717.97348	9710.806605	2119.326426	527.9509651	0.1826393395	0.01278800226	0.01	0.1
30	1	64397.0503	494.1090022	434132.1252	5344439.729	13102.70282	0.475891887	0.965664401	40543.53591	15778.99661	9772.99319	2119.326355	532.7211241	0.1647030007	0.01521418773	0.01	0.1
30	0	64222.55422	271.4563243	354573.7567	6039426.78	30283.50552	-0.2113402207	0.8143808143	34452.26984	14741.04011	8715.612297	2117.34065	451.5819087	0.09048544144	0.01242605969	0.01115396932	0.1
30	0	72783.65342	41.02789114	2675266.121	235525.6615	26337.10558	-0.05348422322	0.8491254875	35856.46268	14979.98145	8958.74418	2119.326865	470.26236	0.01367596371	0.09375487007	0.01	0.8
30	1	65738.37478	283.2106264	792571.3958	3243769.322	12487.60574	0.5004957704	0.9710807955	40761.37763	15816.13255	9810.837148	2119.326307	535.6240283	0.09440354213	0.0277757146	0.01	0
30	1	63845.54634	4028.144886	286754.905	6562418.874	1810.332322	0.9275867071	1.065102254	44542.82235	16460.76333	10467.75832	2119.321773	586.0146136	1.342714962	0.01004934375	0.01	0.1
30	1	65489.27967	283.2106264	726006.1755	3558944.976	13702.69572	0.4518921712	0.9603810104	40331.04345	15742.77258	9736.078518	2119.326394	529.8895028	0.09440354213	0.02544293225	0.01000000233	0.1
30	1	64440.98135	4329.545807	311906.1388	6637938.187	2017.651822	0.9192939271	1.063302521	44442.78018	16445.47604	10453.66478	2111.239794	584.8095133	1.443181936	0.01093077032	0.0146948325	0.4
