#gen	Feasible	f1	f2	f3	f4	f5	c1	c2	c3	c4	c5	c6	c7	x1	x2	x3	ras
32	1	65798.31227	435.4978071	808588.3621	3172194.849	7682.647008	0.6926941197	1.013392087	42463.09352	16106.22761	10106.4631	2119.325685	558.3006681	0.1451659357	0.02833703019	0.01	0.1
32	1	64947.26527	1062.339311	571796.0939	4426174.195	4172.714268	0.8330914293	1.044301505	43704.30371	16317.94288	10322.31876	2118.759299	574.8496784	0.3541131036	0.02003863021	0.01032833018	0.1
32	0	65681.38766	132.1394841	777340.4007	3313331.832	28195.46489	-0.1278185955	0.8327612305	35198.30887	14867.78463	8844.408265	2119.326752	461.4919695	0.04404649472	0.02724194341	0.01000008583	0
32	1	65078.4466	706.1835305	616220.2003	4147063.594	6070.900007	0.7571639997	1.027584737	43033.90706	16203.53538	10205.62612	2119.32528	565.9071863	0.2353945102	0.02159547582	0.01	0.2
32	1	72848.82185	67.22211287	2692680.939	229880.6622	15669.33603	0.3732265588	0.9430632568	39634.54153	15624.03844	9615.08062	2119.326518	520.6080925	0.02240737096	0.09436517348	0.01000000012	0.1
32	1	68198.28527	4349.479637	877882.5285	3512623.028	2489.918449	0.900403262	1.059228461	44188.47886	16407.9034	10420.23255	2084.802064	581.8394496	1.449826546	0.03076544863	0.03004736998	0.1
32	1	73161.17205	142.2954559	2744559.563	216210.2461	6988.751341	0.7204499463	1.019508463	42702.56563	16147.46762	10148.8396	2117.419933	561.5220055	0.04743181865	0.09618326314	0.01110707542	0.1
32	1	65063.11726	544.8831133	605943.7401	4215887.758	8271.514699	0.669139412	1.008207855	42253.31322	16070.54744	10070.17118	2118.953002	555.5110948	0.1816277044	0.02123533662	0.01021657967	0.1
32	1	66862.02113	541.2607276	1053452.361	2286412.084	4622.560254	0.8150975898	1.040346069	43539.02225	16290.16299	10294.34204	2116.948634	572.6758702	0.1804202425	0.03691830449	0.01138037746	0.1
32	1	65964.68939	281.4425979	822810.3408	3142765.358	12211.63003	0.5115347986	0.9735168099	40853.10846	15832.16896	9827.514552	2117.502228	536.8753106	0.09381419931	0.02883544033	0.01105971442	0.1
32	0	64654.20111	124.5191765	502849.9867	4856557.731	46743.85179	-0.8697540717	0.669428672	28629.24468	13747.9425	7703.215449	2119.327095	373.9542628	0.04150639215	0.01762240953	0.01	0
32	1	64584.0464	511.1025176	483974.7178	4986171.246	11261.47973	0.5495408108	0.9818777859	41195.59488	15890.15615	9886.273493	2119.318475	541.4104209	0.1703675059	0.01696092454	0.01000448489	0.2
32	1	67463.61981	206.4152653	1253604.93	1706590.106	10730.9989	0.5707600439	0.9865490456	41383.49448	15922.1861	9918.9127	2119.326139	543.9142016	0.06880508842	0.0439326639	0.01	0.1
32	0	64873.64832	246.6842056	421910.081	5705953.324	28420.81574	-0.1368326294	0.8308038026	35090.76522	14851.29261	8829.149263	2110.907055	460.1922722	0.08222806852	0.01478586542	0.01489167104	0.9
