#gen	Feasible	f1	f2	f3	f4	f5	c1	c2	c3	c4	c5	c6	c7	x1	x2	x3	ras
14	1	65475.51535	253.2844941	699370.3218	3723015.862	16127.56072	0.3548975711	0.939032676	39467.69588	15595.89875	9586.658941	2117.94169	518.406691	0.08442816469	0.02450947707	0.01080455447	0.1
14	1	67469.78015	695.9643018	1255251.008	1702681.365	2640.114733	0.8943954107	1.057795393	44248.94802	16410.66596	10416.7058	2119.323136	582.098518	0.2319881006	0.04399035082	0.01000000478	0.1
14	1	66467.88782	252.2132037	987445.247	2472658.316	11179.82416	0.5528070337	0.9825968142	41224.52492	15895.08719	9891.297923	2119.321822	541.7958823	0.08407106791	0.03460508101	0.01000253573	0.1
14	1	65739.77654	289.4024963	792945.9838	3242077.111	12197.93491	0.5120826035	0.973631566	40863.96695	15833.62116	9828.659198	2119.326282	536.9911079	0.09646749876	0.02778884206	0.01	0.2
14	1	65586.68016	444.3716442	751757.7833	3433866.996	8141.012975	0.674359481	1.009355882	42300.70447	16078.54846	10078.25929	2119.309089	556.1369765	0.1481238814	0.02634539897	0.01000969288	0.1
14	1	66592.87968	304.3364823	807989.7072	3418263.394	12253.89716	0.5098441137	0.9731798983	40801.83955	15825.83888	9823.089181	2106.481958	536.3667192	0.1014454941	0.02831605029	0.01746211736	0.1
14	1	66092.41946	153.3460116	885789.0177	2850126.332	21141.14619	0.1543541522	0.894880104	37696.37791	15293.65401	9278.412601	2119.242711	494.7819409	0.05111533721	0.03104253204	0.01004881709	0.1
14	0	65513.72484	30	708459.5701	3677603.875	139302.1026	-4.572084105	-0.1456119944	-4155.810013	8159.323357	2008.311896	2117.874805	-62.90815237	0.01	0.02482801035	0.01084385364	0.9
14	1	66097.1092	365.6438044	848442.138	3042809.366	8996.992226	0.640120311	1.001826008	41989.66087	16026.0481	10025.19829	2116.913439	552.0300463	0.1218812681	0.02973370828	0.01140156027	0.1
14	1	66629.27151	586.4345041	1030620.753	2328283.851	4156.977546	0.8337208981	1.044438274	43711.73395	16319.08625	10323.38032	2119.323064	574.9397597	0.195478168	0.03611816936	0.01000080842	0.1
14	1	73574.55421	376.0232043	2853468.965	185875.3872	2150.901482	0.9139639407	1.062109687	44415.62066	16439.51624	10446.47363	2117.322638	584.3512366	0.1253410681	0.1	0.0111616696	0
14	1	64634.49075	359.6926641	486564.4777	4987022.617	16279.88237	0.3488047052	0.937689063	39416.1222	15586.94938	9577.406585	2118.661902	517.708022	0.1198975547	0.01705168284	0.01038613886	0.1
14	1	66625.28807	280.0673558	1029579.336	2331645.37	9551.369969	0.6179452012	0.9969365695	41801.26982	15993.40514	9991.489582	2119.325995	549.4813712	0.09335578528	0.0360816728	0.01	0.1
14	1	72615.27609	250.6434425	2630271.008	250760.9067	3747.241882	0.8501103247	1.048046302	43856.84981	16343.82415	10348.58961	2119.324189	576.8735153	0.08354781418	0.0921780135	0.01	0.1
14	0	63901.02447	30	285346.8965	6612440.265	346805.2588	-12.87221035	-1.972835547	-77643.21062	-4368.330836	-10758.27874	2118.348138	-1042.190348	0.01	0.01	0.01056889734	0.9
14	1	67126.14225	426.3136984	1163421.524	1935037.091	5232.673707	0.7906930517	1.034965952	43330.77184	16254.14254	10257.19815	2119.324984	569.863132	0.1421045661	0.04077218075	0.01	0.2
14	1	67137.59196	421.9049163	1166481.206	1926807.007	5279.451332	0.7888219467	1.03455404	43314.20515	16251.31839	10254.32014	2119.325003	569.6423685	0.1406349721	0.04087940749	0.01	0.1
14	1	73220.44698	3197.737239	2791989.53	200180.4777	-431.8094639	1.017272379	1.084846006	45336.89542	16596.13062	10605.70649	2119.283909	596.5962324	1.065912413	0.09784544932	0.01	0.1
14	1	65191.40518	3506.436196	646405.879	3976295.553	547.4355288	0.9781025788	1.076223014	44990.0877	16537.00959	10545.45827	2119.316359	591.9747597	1.168812065	0.02265333483	0.01	0.1
14	1	73113.62348	145.4336995	2742541.279	216016.4761	6783.613294	0.7286554682	1.021312794	42777.34062	16160.07368	10161.56752	2118.064611	562.5082233	0.04847789983	0.09611253223	0.01073251317	0.8
14	1	65131.70905	1098.195961	627894.1225	4083792.93	3560.104748	0.8575958101	1.04969468	43922.61745	16355.06946	10360.07769	2119.16966	577.7523645	0.3660653202	0.02200458916	0.01008969045	0.2
14	1	65064.26924	492.2180735	612431.6161	4169008.218	9103.111733	0.6358755307	1.000883822	41960.02419	16020.46833	10019.06875	2119.325932	551.5968921	0.1640726912	0.02146270465	0.01	0
14	0	64226.77074	198.6710339	388628.6852	5694181.63	37763.2969	-0.5105318758	0.7485092417	31809.7825	14290.13542	8255.745704	2119.327024	416.3373132	0.06622367796	0.0136195168	0.01	0.9
14	1	63984.4988	3135.076364	298454.1173	6513556.212	2524.316123	0.8990273551	1.058819999	44284.90573	16417.13122	10423.57629	2117.788696	582.6019885	1.045025455	0.01045934338	0.0108912925	0.1
14	1	65172.39254	210.8490238	641277.3041	4004871.697	21235.66673	0.1505733309	0.8940475195	37663.16995	15287.97524	9272.610644	2119.323854	494.3381343	0.07028300795	0.0224736036	0.01000167754	0.1
14	0	63974.4835	91.97366332	321210.5055	6254875.207	99927.23746	-2.997089499	0.2011087867	9793.908637	10537.04341	4431.09808	2119.327256	122.9592915	0.03065788777	0.01125684244	0.01	0.9
14	1	73330.46155	74.02624865	2757781.631	214635.3444	14081.7725	0.4367291002	0.9570552371	40184.15194	15718.5707	9712.120389	2115.489534	527.9928551	0.02467541622	0.09664663134	0.01222910634	0.1
14	1	65286.42113	1172.753915	671796.789	3838109.912	3010.760181	0.8795695928	1.054531579	44117.68089	16388.28857	10393.90178	2119.323562	580.349285	0.3909179715	0.02354316088	0.01	0
14	1	72829.87922	75.2776276	2554055.696	292074.8913	15285.30106	0.3885879577	0.9464707694	39744.01237	15644.46197	9637.37429	2111.269706	522.1945258	0.02509254253	0.0895070431	0.01468073242	0.1
14	1	66083.53194	347.6393055	884783.0538	2852767.825	8906.374533	0.6437450187	1.002616246	42029.69554	16032.34566	10031.1728	2119.324457	552.5253379	0.1158797685	0.03100727797	0.01000083932	0.1
14	1	64961.81977	546.6988491	290964.8984	7224859.135	19208.6497	0.2316540118	0.9119537227	38322.63029	15404.27347	9394.386079	2101.586665	503.4069659	0.1822329497	0.01019688323	0.02030638035	0.9
14	1	65788.6674	898.8064669	805046.2044	3188953.568	3350.315204	0.8659873918	1.051541727	43997.23298	16367.76829	10373.00095	2119.265678	578.7451483	0.2996021556	0.02821289505	0.01003381074	0.1
14	1	67291.79746	4350	747641.2655	4050893.208	2140.792311	0.9143683075	1.062281151	44334.3781	16431.29781	10442.83133	2091.560699	583.6766254	1.45	0.02620113534	0.02612240931	0.1
14	1	63857.10891	875.0781115	285558.6684	6583145.763	11157.93772	0.553682491	0.9827903546	41231.43894	15896.32142	9892.602399	2119.067639	541.892044	0.2916927038	0.01000742156	0.01015020583	0.9
14	1	66562.86105	380.0726132	1012897.032	2386465.364	6962.114662	0.7215154135	1.019736918	42718.276	16149.7291	10150.79398	2119.325521	561.7011659	0.1266908711	0.03549704044	0.01000000221	0.1
14	1	65898.00054	602.3867813	830004.786	3084537.995	5207.279973	0.7917088011	1.035190572	43338.72744	16255.56765	10258.70833	2119.009901	569.9741383	0.2007955938	0.02908757012	0.01018304242	0.1
14	1	64972.56586	720.5861268	555964.0473	4560484.512	6798.677649	0.728052894	1.021182277	42769.80793	16158.93546	10160.53021	2117.397455	562.4184148	0.2401953756	0.01948379513	0.01112010578	0
14	1	66704.64587	695.2090046	1050785.951	2263772.106	3307.110654	0.8677155738	1.05192199	44012.72592	16370.39668	10375.66876	2119.323841	578.9506814	0.2317363349	0.03682485998	0.01	0
14	0	73942.93197	30.70054503	2803192.328	209916.7149	34588.21332	-0.3835285327	0.776503374	32898.12893	14478.06706	8449.276657	2108.356562	431.0141617	0.01023351501	0.09823805208	0.01637348162	0.8
14	1	64743.01205	281.3435969	524538.0367	4715367.971	19401.28124	0.2239487503	0.910201055	38312.43598	15398.68332	9385.451595	2119.203341	502.9919994	0.09378119896	0.01838246861	0.01007165687	0
14	1	67622.98391	644.2561592	1296191.458	1608291.602	2797.226112	0.8881109555	1.056411908	44193.30575	16401.1805	10407.0395	2119.323332	581.357043	0.2147520531	0.04542511147	0.01	0.1
14	1	65817.41765	604.8503973	808625.2182	3177615.047	5339.043103	0.7864382759	1.034030268	43292.09312	16247.61576	10250.60312	2119.019269	569.3525535	0.2016167991	0.02833832182	0.01017763056	0.1
14	1	73185.95497	59.29795166	2782772.304	202767.3626	17262.34844	0.3095060624	0.9290355792	39070.363	15527.86175	9517.070245	2119.326596	513.0899908	0.01976598389	0.09752243105	0.01	0.1
14	1	66127.45905	3791.945248	896545.5527	2806380.947	110.0135908	0.9955994564	1.080074844	45145.0043	16563.41854	10572.37073	2119.310839	594.0391395	1.263981749	0.03141949549	0.01	0.1
14	1	63841.44256	4350	285346.8965	6576013.468	1632.89932	0.9346840272	1.066664745	44605.59985	16471.46925	10478.6718	2119.302572	586.8514685	1.45	0.01	0.01001091171	0.1
14	0	63856.55099	33.32165664	285346.8965	6585231.33	312113.4167	-11.48453667	-1.667349966	-65354.44631	-2273.596279	-8623.738199	2119.065029	-878.444711	0.01110721888	0.01	0.01015240248	0.9
14	1	63848.83937	4335.87587	287634.8922	6554379.207	1620.232997	0.9351906801	1.066776222	44610.1476	16472.2404	10479.45421	2119.321325	586.9117731	1.445291957	0.01008018295	0.01	0.1
14	0	63840.2774	210.6499646	285346.8965	6575303.126	48724.68313	-0.9489873253	0.6519859557	27927.71687	13628.35159	7581.344444	2119.327107	364.6058789	0.07021665487	0.01	0.01	0
14	1	65857.28871	602.3867813	824208.362	3104066.572	5227.123179	0.7909150728	1.035014856	43332.70975	16254.47475	10257.53824	2119.316527	569.8890902	0.2007955938	0.02888443407	0.0100049115	0.1
14	0	63918.36141	368.4436605	306213.1205	6386926.514	25601.61231	-0.02406449234	0.8556020614	36116.94371	15024.38619	9003.995536	2119.32685	473.7334649	0.1228145535	0.01073125814	0.01	0.9
14	1	63904.10285	4228.850157	302402.8361	6420917.705	1561.16791	0.9375532836	1.067296334	44631.06599	16475.8064	10483.0882	2119.321171	587.1905263	1.409616719	0.01059772648	0.01	0.1
14	1	65845.78195	247.4508131	807868.9883	3190177.377	14173.58005	0.433056798	0.9562371069	40161.61246	15714.06614	9706.973378	2118.517839	527.6445192	0.08248360438	0.02831181969	0.01046976487	0.1
14	1	66644.80112	679.5294774	1033245.743	2321013.189	3478.493388	0.8608602645	1.050413134	43951.72172	16360.01759	10365.10894	2119.230601	578.1392342	0.2265098258	0.03621016227	0.01005425053	0.1
14	0	68021.69483	192.3512659	422562.7193	7631171.983	40075.73816	-0.6030295264	0.728335747	30796.05658	14130.25276	8103.681461	2060.201191	403.7654514	0.06411708864	0.01480873717	0.04435030892	0.1
14	1	67505.67716	384.2138555	1264839.604	1680091.726	5356.27705	0.785748918	1.033877532	43286.99585	16246.68002	10249.59339	2119.324778	569.2797882	0.1280712852	0.04432638376	0.01000014801	0.1
14	1	66175.48228	198.1869983	909378.6972	2756656.782	15740.52264	0.3703790942	0.9424364049	39609.3302	15619.74061	9610.700851	2119.326522	520.2721327	0.06606233277	0.03186923385	0.01	0.1
14	0	64505.89978	241.0804855	446288.7252	5285653.279	26956.7575	-0.07827030005	0.8436722541	35633.64372	14942.22037	8920.450862	2118.305569	467.3093121	0.08036016185	0.01564021655	0.01059334844	0.9
14	1	65413.32212	435.3891578	477957.7742	5441326.821	14515.65047	0.4193739813	0.9532663143	39997.87599	15688.98104	9683.786354	2105.588097	525.6674675	0.1451297193	0.01675006037	0.01798153048	0.1
14	1	66394.51973	569.6592759	807989.7072	3355973.74	6390.064012	0.7443974395	1.024805142	42889.09684	16180.95879	10184.39206	2109.678403	564.1303259	0.1898864253	0.02831605029	0.01560447304	0.9
14	1	64553.59791	687.5820471	475935.4692	5042154.8	8325.398697	0.6669840521	1.007732179	42235.45162	16067.42142	10066.91738	2119.323964	555.2671984	0.2291940157	0.01667918856	0.01000107029	0.2
14	0	66056.29418	30	825481.7631	3154871.844	119581.6869	-3.783267476	0.02804656407	2822.781385	9349.347325	3221.334656	2116.187745	30.11353867	0.01	0.0289290605	0.01182397474	0.1
14	1	72481.71883	301.9712553	2575548.003	272417.1895	3142.221225	0.874311151	1.053377641	44067.34116	16379.95811	10385.62349	2118.175522	579.6966609	0.1006570851	0.09026024236	0.01066700514	0.1
14	1	66352.74721	1835.48671	956368.6978	2582328.492	931.2663514	0.9627493459	1.072843167	44854.07531	16513.82828	10521.83921	2119.295919	590.1626559	0.6118289034	0.03351600139	0.01001332156	0.1
14	1	72741.23085	54.90367003	2589045.858	272573.6603	20486.15602	0.1805537594	0.9006619803	37913.74587	15331.67859	9317.976897	2114.809594	497.7487701	0.01830122334	0.09073327553	0.01262430648	0.5
14	1	64849.77438	682.6513565	553949.253	4524694.849	7106.512122	0.7157395151	1.018465614	42666.9053	16140.98717	10141.89828	2119.255382	561.0177247	0.2275504522	0.01941318654	0.01004077004	0.1
