#gen	Feasible	f1	f2	f3	f4	f5	c1	c2	c3	c4	c5	c6	c7	x1	x2	x3	ras
21	1	64150.33519	410.2481578	368050.5188	5860084.46	18936.9716	0.2425211361	0.9142892867	38477.25106	15426.75473	9414.037231	2119.317468	505.1864754	0.1367493859	0.01289835366	0.0100053429	0.1
21	1	67602.03149	1097.328891	1180264.817	1963916.738	2009.356555	0.9196257378	1.063371002	44450.41476	16446.46572	10454.41126	2112.665948	584.8886581	0.365776297	0.04136245503	0.01386643663	0
21	1	65453.25688	349.4573642	716379.9495	3606990.806	11117.60329	0.5552958684	0.983144702	41246.57534	15898.84521	9895.126795	2119.326181	542.0896514	0.1164857881	0.02510558055	0.01	0.1
21	1	64762.99768	375.1506372	476216.872	5138484.103	16127.04156	0.3549183378	0.9390435723	39461.37272	15595.25281	9586.363757	2115.966215	518.3537296	0.1250502124	0.01668905034	0.01195224096	0.9
21	0	72485.2434	30	2595522.651	263197.7936	37438.49881	-0.4975399526	0.7513693342	31924.81242	14309.74481	8275.728964	2119.327021	417.8701732	0.01	0.09096025516	0.01	0.4
21	1	65087.67207	188.9697179	618499.0344	4134187.023	24687.57625	0.01249695015	0.8636508754	36440.62009	15079.56644	9060.229906	2119.315583	478.0468736	0.06298990596	0.0216753377	0.01000653478	0.8
21	0	65390.6109	30	699638.9594	3692097.872	140962.4523	-4.638498093	-0.1602372779	-4739.052252	8059.579214	1906.399103	2119.327283	-70.7033056	0.01	0.02451889149	0.01000000835	0.1
21	1	67415.76071	101.2353351	1240815.639	1737267.196	22916.53417	0.08333863317	0.8792462027	37067.88635	15186.49537	9169.195451	2119.326788	486.4054884	0.0337451117	0.0434844624	0.01000000021	0
21	0	64718.97477	191.0630551	520159.312	4740854.041	29167.02653	-0.1666810613	0.8242058959	34854.22276	14809.12752	8784.632784	2119.326916	456.9067618	0.06368768502	0.01822901593	0.01	0.9
21	0	63840.41921	86.17865215	285346.8965	6575389.577	120204.7979	-3.808191917	0.02254955663	2612.43531	9312.803153	3183.517148	2119.324994	27.26081263	0.02872621738	0.01	0.01000132804	0
21	0	63840.2774	339.1896607	285346.8965	6575303.126	29970.01704	-0.1988006814	0.8171349579	34569.83703	14760.64769	8735.228649	2119.326929	453.1171088	0.1130632202	0.01	0.01	0.1
21	1	67704.19863	453.9160326	1180596.697	1981463.353	5380.244506	0.7847902198	1.033692996	43251.2281	16242.39362	10246.74737	2111.04277	568.9343734	0.1513053442	0.04137408578	0.01481160292	0
21	1	63887.93981	4252.637667	298083.6209	6459667.832	1581.673789	0.9367330484	1.067115765	44623.80366	16474.56838	10481.82657	2119.321225	587.0937503	1.417545889	0.01044635931	0.01	0.1
21	1	64002.00155	506.6634766	328564.0954	6191128.243	17104.38127	0.3158247494	0.9304265995	39126.30838	15537.39888	9526.789204	2119.326589	513.835505	0.1688878255	0.01151454946	0.01	0
21	0	63855.96322	60.80696539	289302.7357	6539703.704	168335.9191	-5.733436763	-0.401281285	-14433.63879	6406.925902	222.2392841	2119.313088	-199.8907128	0.02026898846	0.01013863263	0.01000826531	0.8
21	1	64582.21635	795.7303215	303564.829	6823752.837	12329.1905	0.5068323801	0.9725105335	40781.70694	15821.97312	9818.785184	2108.465378	536.067012	0.2652434405	0.01063844859	0.01630982238	0.1
21	0	63840.2774	108.7348421	285346.8965	6575303.126	95110.43238	-2.804417295	0.243524394	11499.82001	10827.85369	4727.452879	2119.327249	145.6918393	0.03624494736	0.01	0.01	0.8
21	1	68201.96564	327.4556995	1450911.506	1296464.688	5496.1735	0.78015306	1.032645638	43237.4512	16238.23398	10240.98627	2119.325086	568.6195646	0.1091518998	0.0508472853	0.01	0.1
21	0	63891.45976	30	285413.5613	6605812.797	346712.7414	-12.86850966	-1.972021368	-77609.92371	-4362.690943	-10752.56039	2118.506339	-1041.749282	0.01	0.01000233627	0.01047698739	0.9
21	1	65187.35312	323.8706517	645323.0578	3982297.981	13468.13075	0.4612747701	0.9624465321	40414.11659	15756.93423	9750.510171	2119.326382	530.9965146	0.1079568839	0.0226153873	0.01	0
21	1	72756.58741	253.5588947	2651725.747	244758.1152	3729.851694	0.8508059322	1.048202585	43859.76845	16344.53681	10349.49665	2118.340424	576.9279943	0.08451963158	0.09292989618	0.01057150024	0.1
21	1	72920.5944	97.68276434	2711860.568	223820.0317	10464.5905	0.5814163799	0.9888949728	41477.84522	15938.27027	9935.303525	2119.32611	545.1714959	0.03256092145	0.09503732478	0.01	0.6
21	1	64347.76571	4307.11438	420961.9106	5443397.301	875.6653654	0.9649733854	1.073332702	44873.84239	16517.193	10525.26387	2119.318568	590.4257037	1.435704793	0.01475263673	0.01	0
21	1	67241.58296	4350	832219.0308	3480296.833	1623.699477	0.9350520209	1.066815618	44536.98219	16464.5435	10475.62444	2097.470218	586.2828173	1.45	0.02916516847	0.02268811653	0.1
21	1	72918.39949	134.3809939	2628439.397	258731.4327	8015.478052	0.6793808779	1.010477256	42328.75985	16084.42012	10085.15818	2114.328957	556.5897398	0.04479366464	0.09211382459	0.01290294475	0.1
21	1	66745.07335	222.4605819	1061583.072	2229982.686	11831.30283	0.5267478869	0.9768600396	40993.8115	15855.75612	9851.216241	2119.325874	538.7213898	0.0741535273	0.03720324576	0.01000021825	0
21	0	63840.2774	191.6519475	285346.8965	6575303.126	53630.48167	-1.145219267	0.6087866938	26190.28773	13332.16841	7279.514307	2119.327134	341.4533333	0.06388398251	0.01	0.01	0.9
21	1	63840.6654	4332.994343	285346.8965	6575539.662	1641.406196	0.9343437521	1.066589796	44602.62833	16470.95995	10478.15049	2119.315123	586.8116723	1.444331448	0.01	0.01000363361	0.1
21	0	64311.42989	30	411251.967	5517526.83	240347.6377	-8.61390551	-1.035398911	-39937.13787	2059.288024	-4208.292303	2119.32734	-539.7441803	0.01	0.01441235114	0.01	0.9
21	0	64297.54625	68.24914859	407541.8734	5546116.956	106184.7421	-3.247389684	0.1460067314	7577.761598	10159.2522	4046.103982	2119.327265	93.42747108	0.0227497162	0.01428233068	0.01	0
21	1	73157.31863	560.3517461	2774633.849	205113.8422	1150.402388	0.9539839045	1.070913529	44776.44543	16500.59595	10508.35577	2119.290508	589.1282808	0.1867839154	0.09723721839	0.01001703281	0
21	1	65823.02499	199.3087161	685922.6187	3935948.061	21553.93195	0.1378427221	0.8912699099	37524.77799	15266.08782	9251.738535	2111.528972	492.6174606	0.0664362387	0.02403820147	0.01453026382	0
21	1	65370.45101	536.7072687	694251.9149	3719908.674	7218.524341	0.7112590264	1.017479037	42627.4664	16134.2486	10135.01833	2119.325585	560.4910599	0.1789024229	0.02433010218	0.01	0
21	1	67371.25542	678.2373804	1228922.592	1766289.122	2803.970572	0.8878411771	1.056352518	44190.91714	16400.77331	10406.62454	2119.32334	581.325213	0.2260791268	0.04306766982	0.01	0
21	0	65886.74118	101.219148	832219.0308	3069470.998	34549.16135	-0.3819664541	0.7768121331	32948.09519	14484.18597	8453.495971	2119.32699	431.5061831	0.03373971599	0.02916516847	0.01	0.1
21	0	64677.33268	128.1659865	503588.2828	4860736.105	45347.93277	-0.813917311	0.6817218446	29122.53943	13832.10728	7789.045247	2118.998748	380.5329873	0.04272199551	0.01764828316	0.01019075394	0.1
21	0	63888.10636	154.8167878	298128.1266	6459267.356	63685.78535	-1.547431414	0.5202421492	22629.11874	12725.08849	6660.85994	2119.327175	293.9980871	0.05160559594	0.01044791901	0.01	0.1
21	1	67272.93264	360.7820681	1202645.396	1832144.116	6090.946121	0.7563621552	1.027408216	43026.80704	16202.32506	10204.39276	2119.325129	565.8125758	0.1202606894	0.04214678381	0.01000009146	0
21	0	63857.88602	57.20675726	290052.4106	6532343.132	178512.3431	-6.140493723	-0.4908924311	-18037.65668	5792.538332	-403.864677	2119.327319	-247.9171781	0.01906891909	0.01016490504	0.01	0.8
21	0	64395.85687	141.3283271	337921.674	6317673.616	61937.96234	-1.477518493	0.5356515702	23229.07158	12828.62859	6767.437213	2113.54283	302.084556	0.04710944238	0.0118424864	0.01336052486	0.1
21	1	69076.57415	4350	1407387.875	1516583.066	920.8266598	0.9631669336	1.072988566	44802.76133	16508.73274	10519.71595	2102.573794	589.7434689	1.45	0.04932199693	0.01971601208	0
21	1	73005.16931	741.4214404	2734461.339	216883.0986	702.2776044	0.9719088958	1.074859512	44935.2491	16527.66113	10535.93158	2119.317524	591.2439942	0.2471404801	0.09582937023	0.01	0.1
21	1	64507.54393	2046.688121	463659.0215	5129071.05	2369.720923	0.9052111631	1.060176414	44344.71023	16426.99074	10433.34183	2119.322772	583.3746213	0.6822293736	0.01624895968	0.01000000285	0.2
21	0	64010.44258	52.01884134	295860.9095	6558769.885	192672.5517	-6.706902067	-0.6155770129	-23059.55785	4936.905485	-1275.423258	2117.218548	-314.8043638	0.01733961378	0.01036846425	0.01122513555	0
21	1	63848.46846	490.5896692	285346.8965	6580298.459	20494.4115	0.18022354	0.9005752452	37925.26621	15332.68358	9318.195119	2119.194681	497.8328097	0.1635298897	0.01	0.01007670939	0.1
21	0	67862.3427	140.8040011	806789.0511	3853255.38	27816.30828	-0.1126523312	0.8362068597	35222.63994	14879.23171	8862.20845	2085.946903	462.3450723	0.04693466702	0.02827397322	0.02939273739	0.1
21	1	64684.08219	241.6699156	510808.6759	4803055.449	23332.41286	0.06670348545	0.8755840817	36920.59423	15161.38652	9143.608176	2119.325208	484.4427357	0.08055663852	0.01790132229	0.0100009241	0.9
21	1	64002.47794	388.7984065	328691.3999	6190030.402	22512.50345	0.09949986209	0.8828039984	37210.97717	15210.88836	9194.053514	2119.326777	488.3122809	0.1295994688	0.01151901086	0.01	0.1
21	1	64133.21865	574.5365923	363628.9589	5895978.67	13473.7892	0.4610484321	0.9623967052	40412.1126	15756.59261	9750.162034	2119.326382	530.96981	0.1915121974	0.01274339982	0.01	0
