#gen	Feasible	f1	f2	f3	f4	f5	c1	c2	c3	c4	c5	c6	c7	x1	x2	x3	ras
29	1	67331.20816	287.9868294	1218218.727	1792824.78	7714.139671	0.6914344132	1.013114771	42451.93971	16104.32622	10104.52549	2119.325563	558.1520372	0.0959956098	0.0426925522	0.01000007432	0.1
29	1	64062.0939	4350	315039.072	6373967.331	1533.717445	0.9386513022	1.06754377	44634.90974	16476.85189	10484.48159	2117.536206	587.2700212	1.45	0.01104056416	0.01103675113	0.1
29	1	73450.5107	736.2131322	2853468.965	183749.9671	651.0301608	0.9739587936	1.075310785	44953.3988	16530.75515	10539.08459	2119.317167	591.4858526	0.2454043774	0.1	0.01	0.1
29	1	66352.34352	609.912868	956640.9467	2581008.905	4333.382972	0.8266646811	1.042884887	43649.26309	16308.43641	10312.52717	2119.324558	574.1072667	0.2033042893	0.03352554236	0.01	0.6
29	1	73429.07513	99.71052845	2728391.367	227971.8214	10686.11762	0.5725552953	0.9869673087	41375.67545	15922.4275	9920.481859	2112.126719	543.9240746	0.03323684282	0.09561664769	0.01418260783	0.1
29	1	64943.0722	463.4423325	559943.4591	4516648.691	10785.28974	0.5685884103	0.9860748558	41360.27298	15918.49263	9915.37166	2118.113614	543.623969	0.1544807775	0.01962325387	0.01070443842	0.1
29	1	66056.97673	174.6079834	877700.6541	2881038.862	18645.63184	0.2541747265	0.9168547259	38580.45974	15444.34705	9431.963385	2119.326047	506.5616723	0.05820266115	0.03075907483	0.01000035249	0.2
29	1	73407.14683	4047.003858	2841880.932	186740.2413	-506.351645	1.020254066	1.085502406	45363.29515	16600.63104	10610.29271	2119.271375	596.9480286	1.349001286	0.09959389664	0.01	0.1
29	0	65475.44859	97.27777029	660444.4671	3983888.538	45804.71121	-0.8321884485	0.6777104621	28949.55669	13803.36281	7760.378271	2115.595243	378.2817881	0.03242592343	0.02314531804	0.0121680883	0.1
29	1	64918.4699	4119.390666	573469.9709	4401535.025	494.2314299	0.9802307428	1.076691516	45008.93037	16540.22173	10548.73166	2119.315892	592.2258524	1.373130222	0.02009729133	0.01	0.1
29	1	64950.74959	425.7674056	582093.8827	4348976.892	11237.84237	0.5504863051	0.9820859064	41203.99125	15891.58584	9887.729043	2119.326065	541.5221885	0.1419224685	0.02039951686	0.01000007432	0.1
