#gen	Feasible	f1	f2	f3	f4	f5	c1	c2	c3	c4	c5	c6	c7	x1	x2	x3	ras
28	0	63840.2774	232.132253	285346.8965	6575303.126	44144.74377	-0.7657897506	0.6923157815	29549.74029	13904.86131	7863.126038	2119.327077	386.2205568	0.07737741765	0.01	0.01	0.9
28	1	66451.17338	421.9501879	983049.5281	2487784.739	6406.54998	0.7437380008	1.024629085	42915.03354	16183.27079	10184.97518	2119.325288	564.323109	0.1406500626	0.03445103277	0.01000005296	0.1
28	1	73450.71	4350	2853468.965	183753.3623	-525.1143255	1.021004573	1.085667636	45369.92952	16601.76272	10611.44656	2119.263722	597.0364876	1.45	0.1	0.01000186641	0.1
28	1	66129.53895	293.8223083	896917.8591	2805104.41	10523.65849	0.5790536605	0.98837487	41456.88934	15934.7003	9931.667523	2119.315047	544.8924185	0.09794076942	0.03143254299	0.01000643079	0.1
28	1	67070.73037	404.4894691	1148613.927	1975366.771	5637.770272	0.7744891891	1.031398771	43187.30354	16229.6852	10232.27451	2119.325137	567.9513094	0.134829823	0.04025324759	0.01	0
28	1	66325.53934	802.0385369	949478.1235	2606891.405	3141.330803	0.8743467679	1.053381806	44071.43823	16380.40549	10385.86839	2119.32369	579.7330669	0.267346179	0.03327452077	0.01	0.2
28	1	73412.9449	368.7959132	2843428.077	186338.3511	2071.758509	0.9171296596	1.062800199	44450.23566	16444.97991	10451.674	2119.322156	584.7808287	0.1229319711	0.09964811646	0.01000007915	0.2
28	1	65976.92817	852.5205366	856319.5081	2968130.443	3309.820942	0.8676071623	1.051898124	44011.76605	16370.23305	10375.50201	2119.323844	578.9378904	0.2841735122	0.03000977122	0.01	0.1
28	1	65256.63527	261.4496771	663836.2688	3880910.082	16374.58217	0.3450167133	0.936853032	39384.77259	15581.45982	9571.690215	2119.3265	517.2797351	0.08714989238	0.02326418394	0.01000003183	0.1
28	1	65544.40297	459.4601698	740736.723	3486658.621	7975.524055	0.6809790378	1.010813083	42359.36869	16088.54542	10088.44379	2119.325742	556.918457	0.1531533899	0.02595916522	0.01	0
28	1	66110.22582	4350	729134.6861	3749381.054	877.5241975	0.9648990321	1.073347776	44840.83543	16513.71378	10523.52325	2109.491241	590.1414617	1.45	0.0255525711	0.01570553489	0.1
28	1	72608.22361	208.4010725	2628386.388	251420.1075	4665.75309	0.8133698764	1.039958117	43531.55146	16288.36987	10292.07804	2119.324732	572.538671	0.06946702417	0.09211196689	0.01	0.1
28	1	73140.67085	65.39109667	2770671.125	206214.4745	15653.95896	0.3738416414	0.9431986635	39639.98744	15624.96682	9616.026697	2119.326517	520.6806635	0.02179703222	0.09709834448	0.01	0.1
28	1	64135.88482	4349.923536	364341.4332	5890129.777	1111.97735	0.955520906	1.071251797	44790.15054	16502.92588	10510.72473	2119.31968	589.3104472	1.449974512	0.01276836853	0.01	0.1
28	1	65210.6632	339.6592775	651552.1596	3947891.501	12676.77269	0.4929290923	0.9694150376	40694.38259	15804.71176	9799.198617	2119.326322	534.7312692	0.1132197592	0.02283368656	0.01	0.1
28	0	64105.12192	221.0975286	285397.9194	6738158.095	46683.80098	-0.8673520392	0.6699711232	28636.45992	13750.10539	7706.203642	2115.060975	374.1180041	0.07369917619	0.0100017881	0.01247848537	0.9
28	1	64942.24789	266.8182771	579824.1116	4362746.409	18463.1442	0.2614742321	0.9184616655	38645.09125	15455.36479	9443.19107	2119.326646	507.4229259	0.08893942569	0.02031997259	0.01	0.1
28	1	63840.2774	504.2316042	285346.8965	6575303.126	19910.02297	0.2035990811	0.9057208049	38132.66716	15368.01078	9354.171593	2119.326699	500.5944909	0.1680772014	0.01	0.01	0.1
28	1	64714.1761	535.9285512	518694.7041	4750836.911	9936.940288	0.6025223885	0.9935413668	41664.68069	15970.12291	9967.765478	2119.315051	547.6613928	0.1786428504	0.01817768865	0.01000638769	0.3
28	0	64631.32075	191.2360909	496721.9474	4898217.14	30551.0398	-0.222041592	0.8120186162	34364.06028	14725.56867	8699.480981	2119.326107	450.3749925	0.06374536365	0.017407652	0.01000048254	0.4
