#gen	Feasible	f1	f2	c1	c2	c3	x1	x2	x3
46	1	0.01319681468	17325.16478	0.08680318532	82674.83522	24872.70561	0.002023202994	0.0011317	2.779075569
46	1	0.01521451859	14379.80921	0.08478548141	85620.19079	24877.92693	0.002436610231	0.0011317	2.780761898
46	1	0.007250321006	43268.76048	0.09274967899	56731.23952	24679.22997	0.000825	0.001132347041	2.705643609
46	1	0.01856916211	11131.63158	0.08143083789	88868.36842	25364.111	0.003025702069	0.0011317	2.952029906
46	1	0.01856916211	11131.63158	0.08143083789	88868.36842	25364.111	0.003025702069	0.0011317	2.952029906
46	1	0.007921509874	37682.12056	0.09207849013	62317.87944	25140.87253	0.0009105021309	0.0011317	2.869703047
46	1	0.01136232874	21337.1303	0.08863767126	78662.8697	25237.19126	0.001595322632	0.0011317	2.904399966
46	1	0.007091053846	44461.40849	0.09290894615	55538.59151	24268.16024	0.000825	0.0011317	2.60175195
46	1	0.02236526672	39621.90253	0.07763473328	60378.09747	86352.25931	0.0009015412592	0.006250068979	2.702989447
46	1	0.009859233066	26270.26266	0.09014076693	73729.73734	25060.53775	0.00131454833	0.0011317	2.84166336
46	1	0.01843743802	11337.58793	0.08156256198	88662.41207	24742.01082	0.003123201794	0.0011317	2.737803331
46	1	0.01564976057	22663.11361	0.08435023943	77336.88639	68432.51257	0.001503853178	0.002680800407	2.898888651
46	1	0.07149504122	3008.054754	0.02850495878	96991.94525	83267.38479	0.01135067809	0.005059036217	2.890940332
46	1	0.03039868817	7375.010005	0.06960131183	92624.98999	65027.22143	0.004830213954	0.002437849421	2.713830816
46	1	0.02162709395	10968.17782	0.07837290605	89031.82218	58657.06986	0.003109678752	0.002047179808	2.895583139
46	1	0.007486150712	40790.53366	0.09251384929	59209.46634	24605.41944	0.0008771590144	0.0011317	2.696503824
46	1	0.01153574374	20878.35334	0.08846425626	79121.64666	25238.84819	0.001630154695	0.0011317	2.905007503
46	1	0.008719527578	31833.54792	0.09128047242	68166.45208	24976.38997	0.001092141662	0.0011317	2.813125804
46	1	0.01546242703	14099.93738	0.08453757297	85900.06262	24797.53701	0.002500590004	0.0011317	2.755120828
46	1	0.01697219483	12520.6369	0.08302780517	87479.3631	24901.84451	0.002793169635	0.0011317	2.788524465
46	1	0.06682661146	2795.602465	0.03317338854	97204.39753	23819.62279	0.01353967038	0.0011317	2.489400352
46	1	0.00685331874	46518.67987	0.09314668126	53481.32013	23614.27154	0.000825	0.0011317	2.442404782
46	1	0.007654802955	40676.72879	0.09234519705	59323.27121	25407.27792	0.000825	0.0011317	2.968752211
46	1	0.0476790465	3811.076141	0.0523209535	96188.92386	25199.1442	0.008959802936	0.0011317	2.890549832
46	1	0.03872281737	36439.80072	0.06127718263	63560.19928	92691.91277	0.0009705277134	0.01165165227	2.742779853
46	1	0.07703492236	2323.117267	0.02296507764	97676.88273	24796.63199	0.01517815531	0.0011317	2.754836033
46	1	0.008301712762	34353.71117	0.09169828724	65646.28883	24796.13138	0.001026439383	0.0011317	2.754678536
46	1	0.01767195679	17507.58288	0.08232804321	82492.41712	67779.8004	0.001946290069	0.002626403641	2.899817959
46	1	0.0525216754	3450.924067	0.0474783246	96549.07593	25053.2609	0.01001289761	0.0011317	2.839162429
46	1	0.007363373354	42470.29121	0.09263662665	57529.70879	24877.92693	0.000825	0.0011317	2.780761898
46	1	0.007052255317	44774.77069	0.09294774468	55225.22931	24170.11121	0.000825	0.0011317	2.575953947
46	1	0.007304241336	42874.02012	0.09269575866	57125.97988	24756.15133	0.000825	0.0011317	2.74218367
46	1	0.01096583946	22534.42005	0.08903416054	77465.57995	25424.91963	0.001486971789	0.0011317	2.975665828
46	1	0.03068068921	6227.964549	0.06931931079	93772.03545	24971.98052	0.005584317066	0.0011317	2.811653137
46	1	0.008724599278	31811.25441	0.09127540072	68188.74559	24985.72164	0.001092096063	0.0011317	2.816249748
46	1	0.009152723589	29533.96838	0.09084727641	70466.03162	25104.52406	0.001165136295	0.0011317	2.856917483
46	1	0.02164015246	11131.63158	0.07835984754	88868.36842	60101.36064	0.003025702069	0.002117000403	2.952029906
46	1	0.006864873518	46410.60994	0.09313512648	53589.39006	23649.21452	0.000825	0.0011317	2.450222674
46	1	0.01716915036	12284.58479	0.08283084964	87715.41521	25269.04727	0.002763617871	0.0011317	2.916145276
46	1	0.02352863972	10968.70821	0.07647136028	89031.29179	68279.49701	0.003109678752	0.002668213569	2.895369757
46	1	0.02112777176	9497.205336	0.07887222824	90502.79466	25486.07911	0.003509804427	0.0011317	3
46	1	0.04399650873	4178.354097	0.05600349127	95821.6459	25032.92948	0.008283211346	0.0011317	2.832208424
