#gen	Feasible	f1	f2	f3	f4	f5	c1	c2	c3	c4	c5	c6	c7	x1	x2	x3
83	1	64379.23946	1302.772543	422657.6299	5443220.483	4666.527022	0.8133389191	1.039952598	43529.94314	16288.18427	10291.96335	2118.919661	572.5236567	0.4342575144	0.01481206332	0.01023532559
83	1	64343.10247	778.0241769	341224.6303	6250821.439	10779.81515	0.5688073941	0.9861343404	41350.61002	15917.61559	9915.125231	2114.591391	543.5510089	0.2593413923	0.01195823871	0.01275072668
83	1	64786.92048	1261.93773	425945.8481	5620648.405	5255.572806	0.7897770878	1.03478601	43300.33451	16250.43609	10254.66682	2112.546409	569.5649291	0.4206459099	0.01492729914	0.01393802956
83	1	65219.68461	956.967831	608301.7273	4260017.438	4542.765028	0.8182893989	1.041049938	43566.03606	16294.85084	10299.1888	2116.570204	573.0418445	0.318989277	0.02131797243	0.0116001998
83	1	64799.29497	1363.396211	534447.0099	4659013.188	3348.523738	0.8660590505	1.051558702	43996.63328	16367.74799	10373.04913	2118.890976	578.7430934	0.4544654037	0.0187297292	0.0102514868
83	1	63840.2779	968.997203	285346.8965	6575303.43	9993.545562	0.6002581775	0.9930428794	41644.66965	15966.70918	9964.284648	2119.326045	547.3945567	0.3229990677	0.01	0.01000000466
83	1	64261.5113	687.8442136	397912.3288	5621015.763	10103.55315	0.595857874	0.9920741795	41605.70958	15960.06758	9957.516413	2119.326067	546.8753844	0.2292814045	0.01394486268	0.01
83	1	64563.29924	2247.921518	476946.4213	5037822.436	2016.564911	0.9193374036	1.063286531	44469.46307	16448.27888	10455.05372	2119.224936	585.0385869	0.7493071728	0.01671461744	0.01005649454
83	1	64409.07534	1007.718215	359997.2759	6087060.603	7769.712525	0.689211499	1.012640347	42416.88985	16099.37146	10100.33375	2114.659856	557.7588946	0.3359060717	0.01261612726	0.01271067518
83	1	64591.79846	1114.235489	486174.2599	4970696.03	4726.364459	0.8109454216	1.039424388	43510.08544	16284.71051	10288.34891	2119.324761	572.2526202	0.3714118295	0.01703800763	0.01
83	1	64508.01909	649.5468278	312773.8875	6669246.231	14530.85564	0.4187657744	0.953117601	40007.73845	15689.65007	9683.617384	2110.217103	525.7255501	0.2165156093	0.01096118063	0.01529223182
83	1	63960.85975	435.7214362	317569.859	6286677.826	20733.14632	0.1706741473	0.8984725821	37841.15122	15318.31545	9303.528781	2119.326726	496.7098224	0.1452404787	0.01112925575	0.01
83	1	64050.49017	709.384172	341521.6041	6080378.786	11513.6195	0.5394552201	0.9796574801	41106.32292	15874.93609	9870.761827	2119.32622	540.2206828	0.2364613907	0.01196864617	0.01
83	1	64916.98703	2232.252132	485230.5018	5131260.957	2361.553729	0.9055378509	1.060265297	44330.14875	16425.66714	10432.96686	2114.023275	583.264534	0.744084044	0.01700493357	0.0130784706
83	1	65239.06104	1583.141086	659114.8487	3906553.484	2085.924048	0.9165630381	1.062675465	44445.21409	16444.12419	10450.80223	2119.320748	584.7139353	0.5277136954	0.02309872148	0.01000091136
83	1	64374.90098	2110.680878	428165.0211	5389140.226	2526.872261	0.8989251096	1.058792587	44289.04423	16417.50188	10423.67259	2119.320091	582.632876	0.7035602928	0.01500507019	0.01000168885
83	1	64926.48559	1393.154803	478249.8019	5198543.063	4121.118258	0.8351552697	1.044772841	43705.09304	16319.23815	10324.61425	2113.451105	574.9442959	0.4643849344	0.0167602945	0.01341206389
83	1	64315.50013	1279.299506	410409.1503	5527709.747	4909.138488	0.8036344605	1.037815297	43444.97093	16273.63577	10277.08443	2119.208392	571.3867656	0.4264331688	0.01438281458	0.01006765443
83	1	64112.02681	1336.639007	357957.0145	5942767.153	5452.372644	0.7819050942	1.033031339	43252.96187	16240.87823	10243.68104	2119.324533	568.8262644	0.4455463356	0.01254462617	0.01000031171
83	0	63957.47629	211.868158	303136.8024	6444534.499	45611.02739	-0.8244410957	0.6794066593	29027.75569	13816.05596	7772.777535	2118.511001	379.2776509	0.07062271934	0.01062344838	0.01047412123
83	1	64293.60043	685.9656898	406487.4387	5554269.473	9903.409894	0.6038636042	0.993836592	41676.59197	15972.15105	9969.830262	2119.326042	547.8199454	0.2286552299	0.01424537795	0.01
83	1	64223.92208	782.7245052	387867.0325	5700227.253	9033.452635	0.6386618946	1.001497223	41984.69445	16024.67393	10023.35454	2119.325896	551.9256423	0.2609081684	0.01359282464	0.01000001438
83	1	64813.42961	1620.727278	485955.2023	5075826.008	3269.247863	0.8692300855	1.052266881	44014.32392	16371.45322	10377.40448	2115.737737	579.0287901	0.540242426	0.01703033074	0.01208325647
83	0	64575.11854	221.0674543	481716.9214	5001656.378	27168.95986	-0.08675839425	0.8418003823	35561.85461	14929.75899	8907.564196	2119.326881	466.3364866	0.07368915145	0.01688179992	0.01
83	1	64259.40922	688.7403943	381282.6003	5784911.224	10632.37209	0.5747051164	0.9874206324	41415.23135	15927.80831	9924.820231	2118.356873	544.3524761	0.2295801314	0.0133620728	0.01056310389
83	1	64845.82637	1286.719009	554055.1435	4522205.673	3407.665904	0.8636933638	1.051036525	43977.11296	16364.3257	10369.48206	2119.323779	578.4761143	0.4289063365	0.01941689748	0.0100000859
83	1	63993.08593	685.7929905	326181.4652	6211711.642	12533.32412	0.4986670351	0.9706782106	40745.18607	15813.37234	9808.024315	2119.326303	535.4082636	0.2285976635	0.01143105004	0.01000000443
83	1	64097.68272	1007.718215	354107.3592	5974756.444	7571.444924	0.697142203	1.01437131	42502.47161	16112.94081	10113.30457	2119.324129	558.8254349	0.3359060717	0.01240971476	0.01000089052
83	1	64314.90851	689.031518	412181.5525	5510386.528	9709.217267	0.6116313093	0.9955466048	41745.3669	15983.87525	9981.777999	2119.326017	548.7364228	0.2296771727	0.01444492853	0.01
83	1	64144.2303	748.6039248	299692.881	6596501.524	12783.75823	0.4886496708	0.9684858651	40643.20433	15796.86948	9791.948268	2115.292073	534.1131994	0.2495346416	0.01050275593	0.01234376816
83	1	63853.11604	913.8928819	288379.8972	6548484.275	10523.99256	0.5790402977	0.9883719697	41456.72844	15934.6757	9931.644829	2119.302118	544.8904792	0.3046309606	0.0101062917	0.01001394239
