#gen	Feasible	f1	f2	f3	f4	f5	c1	c2	c3	c4	c5	c6	c7	x1	x2	x3
90	1	64314.49892	536.1802185	410945.0346	5522045.325	12740.52844	0.4903788626	0.9688538378	40671.57903	15800.83926	9795.264776	2119.25834	534.4284717	0.1787267395	0.01440159468	0.010039498
90	1	64512.56647	462.2188199	465001.2664	5119489.516	13075.36224	0.4769855103	0.9659051555	40553.21881	15780.64728	9774.675324	2119.326353	532.8501559	0.15407294	0.01629599873	0.01
90	1	66900.3965	499.4458641	1103095.971	2104677.984	4634.424806	0.8146230078	1.040233986	43542.64663	16290.26128	10294.00552	2119.324716	572.6865225	0.1664819547	0.03865806795	0.01
90	1	72103.4765	634.0825371	2493474.188	303406.6076	1116.604008	0.9553358397	1.071211061	44788.50607	16502.64594	10510.43978	2119.317906	589.2885617	0.2113608457	0.08738396031	0.01000104125
90	1	72207.13599	697.4305495	2521204.603	291906.6104	926.7654792	0.9629293808	1.072882727	44855.74486	16514.10788	10522.11992	2119.318835	590.1845406	0.2324768498	0.08835577447	0.01
90	1	71127.10654	450.5866613	2232590.647	436367.6287	2192.071223	0.9123171511	1.061740754	44407.62636	16437.71618	10444.27176	2119.3225	584.2130257	0.1501955538	0.07824128014	0.01
90	1	64702.73263	494.8905238	387586.1754	5961886.837	15298.57153	0.3880571389	0.9463528834	39740.37166	15643.77102	9636.611068	2111.59125	522.140916	0.1649635079	0.01358298198	0.01449392608
90	1	64689.98373	1206.328178	462980.1973	5222730.604	4775.191818	0.8089923273	1.039003973	43482.97097	16280.7403	10284.85103	2116.342865	571.9385438	0.4021093928	0.01622517024	0.01173234411
90	1	66008.32258	2136.866153	862437.2825	2945262.993	858.9838066	0.9656406477	1.073480035	44879.29893	16518.15316	10526.26751	2119.181391	590.5005874	0.7122887175	0.030224169	0.01007961139
90	1	64674.28816	1088.589623	471079.7991	5142153.554	5196.571168	0.7921371533	1.035291035	43336.17872	16255.55415	10259.04839	2117.084675	569.9706772	0.3628632076	0.0165090213	0.01130150383
90	1	66098.188	708.9997647	706576.4299	3895125.053	5961.396243	0.7615441503	1.028584177	43036.49705	16206.37958	10210.54391	2108.337544	566.1157857	0.2363332549	0.02476201559	0.01638335602
90	1	64323.46577	2475.304122	414468.2905	5492861.008	2134.541588	0.9146183365	1.062247346	44428.00096	16441.18948	10447.81128	2119.322402	584.4845325	0.825101374	0.0145250674	0.01
90	1	63990.88096	2938.37464	320963.3548	6267086.042	2409.215564	0.9036313775	1.059829528	44329.80314	16424.51056	10430.86568	2119.043576	583.1803971	0.9794582135	0.01124818103	0.0101622239
90	1	71471.30923	4350	2321906.963	385672.3229	-458.9487906	1.018357952	1.085085502	45345.97766	16597.71403	10607.34963	2119.117488	596.7198065	1.45	0.08137137608	0.01009336817
90	1	70308.76244	2772.865715	2013703.045	591981.3048	-231.3684408	1.009254738	1.08308101	45265.86718	16584.02497	10593.37229	2119.287939	595.6499222	0.9242885715	0.07057035031	0.01000712329
90	1	66726.69929	2600.056521	1056679.239	2245263.535	317.7376863	0.9872904925	1.078245677	45071.43709	16550.87739	10559.59047	2119.314017	593.0588013	0.866685507	0.03703139064	0.01
90	1	71183.3554	230.5625991	2245623.671	428813.8095	4989.089652	0.8004364139	1.03711128	43416.6421	16268.80739	10272.16474	2119.204341	571.0093275	0.07685419972	0.07869802329	0.01007002839
90	1	69782.32286	532.6629972	1873226.982	719886.4456	2216.304145	0.9113478342	1.061527365	44399.04407	16436.25314	10442.78083	2119.322539	584.0986603	0.1775543324	0.06564735783	0.01
90	1	72268.20341	4124.150719	2498302.867	305498.3692	-306.5352892	1.012261412	1.083750446	45284.73559	16587.75618	10597.6072	2116.911355	595.9386486	1.374716906	0.08755318167	0.01137449022
90	1	65553.353	804.6441939	743090.5498	3475290.33	4210.284327	0.8315886269	1.043968871	43692.85197	16315.8676	10320.10046	2119.322203	574.6881574	0.2682147313	0.02604165522	0.01000132719
90	1	64372.91514	3822.95441	426719.5353	5401717.028	1062.675518	0.9574929793	1.071686122	44807.41985	16505.88252	10513.74842	2119.261363	589.541494	1.274318137	0.01495441305	0.01003374849
90	1	64398.65498	403.7887733	397983.5675	5692238.2	17904.30736	0.2838277054	0.92338971	38835.74021	15488.3476	9477.208239	2117.120209	509.9984248	0.1345962578	0.01394735925	0.01128185634
90	1	72841.02667	339.2129545	2634765.289	254070.0699	2805.041926	0.8877983229	1.056353867	44179.44408	16399.55395	10406.00092	2115.955133	581.2256874	0.1130709848	0.09233551586	0.01195665569
90	1	64714.94883	667.7647582	469224.9993	5178260.032	8944.689108	0.6422124357	1.002288482	42006.22425	16029.00182	10028.3177	2116.318328	552.2601945	0.2225882527	0.01644401972	0.01174729321
90	1	65012.10863	1997.235195	469713.4878	5318386.196	2963.297812	0.8814680875	1.054974392	44108.9023	16388.49077	10395.53554	2111.554645	580.3553837	0.6657450649	0.01646113883	0.01451308074
90	1	65348.32376	2860.947485	656598.4456	3963645.492	955.9528176	0.9617618873	1.07263184	44839.10126	16511.68929	10520.00712	2117.403613	589.9930879	0.9536491616	0.02301053397	0.01111234608
90	1	64836.5365	219.8399304	551244.2837	4540464.947	23783.43836	0.04866246547	0.8716125203	36760.79933	15134.14997	9115.85571	2119.306855	482.3136398	0.07327997681	0.01931839072	0.01001159286
90	1	64854.71075	598.3610693	556431.7493	4507254.884	8169.576775	0.673216929	1.009104302	42290.64332	16076.82966	10076.50466	2119.325778	556.0026398	0.1994536898	0.01950018578	0.01
90	1	72414.82956	241.5402777	2545913.361	285059.2432	4205.717979	0.8317712809	1.04401502	43688.35835	16315.50724	10320.0742	2117.466935	574.6576702	0.08051342588	0.08922169445	0.01107913385
90	1	64697.86062	1745.189657	472245.4591	5142962.251	3027.385531	0.8789045788	1.054393344	44103.39375	16386.41061	10392.45665	2116.773494	580.1992989	0.5817298855	0.01654987193	0.0114814097
90	1	66607.96076	1688.983211	907769.2349	2877482.402	1682.370255	0.9327051898	1.066251687	44564.85817	16466.06552	10474.46071	2112.251453	586.4202512	0.5629944036	0.03181283014	0.01410657213
90	1	64676.49628	366.9517688	466147.1672	5187539.039	16810.3431	0.327586276	0.9330240666	39221.96797	15554.2689	9544.453821	2116.753202	515.1510134	0.1223172563	0.0163361569	0.01149504726
90	1	72678.68495	439.6112034	2630044.877	252338.7057	1882.182924	0.924712683	1.064472871	44513.96413	16456.0703	10463.16618	2118.286	585.646467	0.1465370678	0.09217008872	0.01060174983
90	1	66067.58373	645.8541937	855618.3049	2996836.908	4726.012723	0.8109594911	1.039432299	43505.25717	16284.21623	10288.12156	2117.821076	572.2121036	0.2152847312	0.02998519751	0.01087356459
90	1	65124.19112	372.880085	586416.4996	4386359.981	13021.12582	0.4791549673	0.9663908649	40564.07636	15783.05257	9777.592417	2116.791141	533.0350088	0.1242933617	0.02055100325	0.01147287078
90	1	64436.7459	576.214643	444423.4314	5268945.776	10852.67393	0.5658930427	0.9854776662	41340.33938	15914.83354	9911.423461	2119.307063	543.33943	0.1920715477	0.01557484721	0.01001109057
90	1	65667.73198	863.6056562	666116.153	4015721.364	4871.712497	0.8051315001	1.038165265	43437.23415	16273.71043	10278.33177	2112.835343	571.3846386	0.2878685521	0.02334408263	0.01377006094
