#gen	Feasible	f1	f2	c1	c2	c3	c4	x1	x2	x3	x4
48	1	15.99774007	0.0009903712779	2012.26995	27738.87549	1.642913459	5298805.049	0.6111496088	0.603916015	9.944203381	2.254063068
48	1	30.68656541	0.0005014867382	2147.624464	28849.1503	3.333393366	39127502.3	1.049960131	0.3537078881	9.995458381	4.383353497
48	1	18.20139832	0.0008592524127	3614.818438	28027.2266	1.526793994	7744128.847	1.027984983	0.4147447894	10	2.554778977
48	1	29.31095102	0.0005261078881	2413.901672	28792.09924	3.231409234	33757445.84	0.9411189677	0.4043419523	10	4.172528201
48	1	11.10818594	0.00141581754	1947.524787	26749.39851	0.7721869716	1726404.656	0.7782953077	0.4699765646	9.999999991	1.550482279
48	1	31.18586308	0.0004984151291	1831.734537	28855.67955	3.80240469	39703786.65	0.6019559957	0.6036493992	10	4.404360686
48	1	11.80723927	0.001355817944	4526.367803	26887.15268	0.5217194782	1966727.376	1.097376957	0.4276234269	10	1.619096435
48	1	17.30855204	0.0009167246791	4582.711992	27895.27547	1.737802741	6375977.9	0.6568110475	0.7244620026	9.999997636	2.394613789
48	1	27.83134386	0.0005568670577	2598.565241	28721.47869	3.166393446	28465911.28	0.7756605319	0.4997846431	10	3.942053978
48	1	23.6634193	0.0006495843659	397.6056479	28508.60732	2.477683997	17931607.31	0.9017076811	0.3573100377	10	3.379391678
48	1	31.38792755	0.0004917024695	3434.200866	28871.09176	3.334526151	41352578.73	1.129968078	0.3703319274	9.999995691	4.46449423
48	1	16.28582306	0.0009744087833	4435.983286	27762.83698	1.596042208	5308319.165	0.6568110475	0.7125997741	10	2.252853256
48	1	28.84308865	0.0005371959585	1166.242071	28766.64193	3.462899602	31709604.5	0.6235049307	0.5508476861	10	4.086404533
48	1	15.39959103	0.001032580307	4465.067725	27629.75015	1.474531138	4467246.133	0.6526707603	0.7195699902	9.998016476	2.127201898
48	1	15.5813571	0.001001164651	2288.586895	27701.40769	1.251916044	4893532.946	0.9407302891	0.3999992672	10	2.192646333
48	1	26.33595815	0.0005862139745	526.8421141	28654.10057	3.069879136	24400342.53	0.6748285909	0.4833056865	10	3.744707727
48	1	20.31928691	0.0007643326882	2807.996654	28245.15454	1.800511705	11004927.5	1.071536074	0.3678633696	10	2.87204778
