#gen	Feasible	f1	f2	f3	f4	f5	c1	c2	c3	c4	c5	c6	c7	x1	x2	x3
53	1	65573.75598	1158.406404	448269.6111	5815660.549	6263.37206	0.7494651176	1.025947873	42906.07125	16185.7043	10190.78447	2101.209607	564.4906986	0.3861354682	0.01570963682	0.02052441991
53	1	68459.93643	620.863891	1373188.275	1520130.137	3358.929783	0.8656428087	1.051494007	43965.23313	16364.23505	10371.0156	2110.476459	578.4579739	0.2069546303	0.04812346979	0.01513971641
53	1	70401.98924	416.6250319	1569281.023	1293888.318	5817.104903	0.7673158039	1.029910274	43030.49594	16209.14748	10216.55074	2091.000896	566.3104884	0.1388750106	0.05499555252	0.02645499164
53	1	64779.82022	450.9541247	536418.9133	4634679.28	11532.38504	0.5387045982	0.9794922353	41099.67695	15873.80314	9869.607273	2119.326222	540.1321202	0.1503180416	0.01879883468	0.01
53	1	65763.89207	2846.431673	735521.8026	3590772.636	932.2924202	0.9627083032	1.072846393	44841.09711	16512.45333	10521.1419	2115.464546	590.0503902	0.9488105576	0.025776408	0.01223827641
53	1	66103.02786	1001.245996	526315.6599	5332530.928	6454.098954	0.7418360419	1.024280621	42825.92846	16172.87835	10178.41676	2097.385771	563.4833205	0.3337486655	0.01844476553	0.02274593142
53	1	71184.14781	1052.657137	2091746.222	560506.6463	1261.550211	0.9495379916	1.069964839	44706.16432	16490.66749	10499.96309	2109.90122	588.3404473	0.3508857124	0.07330537839	0.0154700942
53	1	70177.27	388.9274681	1499643.293	1430445.754	6408.946121	0.7436421552	1.024700517	42818.98569	16173.21733	10180.04185	2090.422967	563.501118	0.1296424894	0.05255509385	0.02679095077
53	1	66945.99929	1250.704261	1107351.177	2098004.128	1417.202509	0.9433118996	1.06856559	44680.47665	16484.33416	10491.86647	2118.842234	587.8565405	0.4169014203	0.0388071919	0.01027794701
53	1	65431.923	2262.085407	685182.5706	3800676.041	1264.610404	0.9494155838	1.069912671	44731.02829	16493.1835	10501.07927	2117.781866	588.5469668	0.7540284688	0.02401226644	0.01089352197
53	1	65918.76364	403.3710535	389776.1398	6648020.905	20107.31137	0.1957075453	0.9040706314	37973.18447	15346.77249	9337.528391	2092.121552	498.9003048	0.1344570178	0.01365972942	0.02580532998
53	1	67543.64153	1252.784489	1088410.19	2291835.814	2224.15087	0.9110339652	1.061494302	44359.19286	16431.92075	10440.43434	2108.066015	583.7459345	0.4175948297	0.0381434038	0.01653866496
53	1	71304.97468	587.2188095	1943956.586	733036.5063	3295.875431	0.8681649828	1.052085847	43949.91067	16364.12273	10373.00208	2099.043784	578.4349088	0.1957396032	0.06812608128	0.02178093702
53	1	64516.39562	1007.664355	466024.5199	5112197.219	5569.678132	0.7772128747	1.031998374	43211.41893	16233.7962	10236.46389	2119.325112	568.2726651	0.3358881185	0.01633185872	0.01
53	1	65803.15108	1282.740009	728886.8478	3645713.096	2767.185611	0.8893125756	1.05669208	44187.85164	16401.31911	10408.0787	2114.437118	581.3617729	0.4275800031	0.02554388559	0.01283846014
53	1	65356.30941	1785.735354	581736.0139	4518428.454	2569.179495	0.8972328202	1.058441031	44252.4649	16412.69981	10419.98394	2112.763151	582.2493075	0.5952451181	0.02038697533	0.01381069046
53	1	64144.31338	1230.495766	302490.8841	6564515.137	7504.46594	0.6998213624	1.014973486	42513.46091	16115.65941	10116.7854	2115.458793	559.0331172	0.4101652553	0.01060081213	0.01224649005
53	1	68909.26561	2879.787108	1460507.872	1361408.612	718.7845348	0.9712486186	1.074748806	44893.75443	16522.95407	10533.12384	2108.484367	590.8625203	0.9599290361	0.05118359058	0.01628757111
53	1	64749.96886	3259.013895	525226.5837	4712760.759	986.7817362	0.9605287306	1.072354859	44833.85076	16510.41796	10518.3953	2119.125115	589.8958582	1.086337965	0.01840659878	0.01011267741
53	1	65595.41619	209.8141531	754368.8763	3421071.173	18029.49559	0.2788201762	0.922280269	38798.67149	15481.54593	9469.871378	2119.326629	509.4694978	0.06993805104	0.02643690489	0.01
53	1	65815.35272	436.803821	813142.0457	3152135.818	7610.222823	0.6955910871	1.014029836	42488.74315	16110.60015	10110.91901	2119.32567	558.6424685	0.1456012737	0.02849661432	0.01
53	1	64059.13797	2996.203701	326081.6559	6250953.921	2356.576098	0.9057369561	1.060295593	44345.83859	16427.41724	10433.97326	2118.251878	583.4066227	0.9987345669	0.01142755222	0.01062208082
53	1	73200.64415	1163.204659	2705462.09	232279.1798	531.8536229	0.9787258551	1.076375913	44979.46508	16536.27029	10545.60549	2114.411805	591.9108456	0.3877348863	0.09481308972	0.01284690574
53	1	65473.05654	3250.126256	707041.9886	3672811.651	592.8203287	0.9762871869	1.075826192	44971.10759	16533.96698	10542.51983	2118.433761	591.7358171	1.083375419	0.02477833112	0.01051267359
53	1	64283.81276	1423.646669	317919.5034	6473821.258	6179.496007	0.7528201597	1.026645066	42978.36859	16195.20141	10198.08616	2114.140403	565.2492431	0.4745488897	0.01114150907	0.01301220722
53	1	66020.16576	455.679498	867758.2793	2921326.142	6758.498226	0.7296600709	1.021529937	42790.36551	16162.01987	10163.32036	2119.318506	562.661923	0.151893166	0.03041064367	0.01000404824
53	1	63920.25686	410.1717699	285346.8965	6624241.46	24743.68374	0.01025265037	0.8631608981	36416.53956	15075.74085	9056.566255	2118.037591	477.746231	0.1367239233	0.01	0.01074900897
53	1	65608.72523	1733.062867	722379.8002	3621354.872	1764.968907	0.9294012437	1.065508577	44551.82545	16462.76698	10470.19425	2117.17713	586.1685592	0.5776876224	0.0253158457	0.01124569864
53	1	65061.71376	403.3710535	467459.3599	5363899.013	15635.62926	0.3745748295	0.9433879364	39617.80952	15623.0894	9615.713142	2110.622707	520.5230296	0.1344570178	0.01638214278	0.0150566297
53	1	69775.53537	452.9573146	1569281.023	1220878.946	4727.606772	0.8108957291	1.039471798	43449.61339	16278.38708	10285.25451	2101.098823	571.7355456	0.1509857715	0.05499555252	0.02058824035
53	1	67462.47311	423.5016218	720969.5218	4310999.868	11281.60754	0.5487356982	0.9818033272	41082.72089	15877.93446	9879.719021	2087.214942	540.4149379	0.1411672073	0.0252664224	0.02865550262
53	1	73967.70176	2024.435557	2853468.965	192775.5658	348.1309991	0.98607476	1.078004732	45033.21187	16546.18413	10556.33997	2110.962332	592.6815128	0.6748118523	0.1	0.01484350321
53	1	66638.26307	651.9880919	1033046.616	2320410.527	3651.615924	0.8539353631	1.048888361	43890.71653	16349.59749	10354.47301	2119.324119	577.3248148	0.217329364	0.03620318387	0.01
53	1	72189.66051	613.9900512	2311042.673	420100.0156	2220.810617	0.9111675753	1.061527368	44356.61788	16431.73127	10440.45092	2106.924868	583.7296971	0.2046633504	0.08099063636	0.01720147999
53	1	65680.81551	993.6423679	642375.4936	4190158.108	4478.960452	0.8208415819	1.041629003	43570.91869	16296.85919	10302.22384	2111.192058	573.1921169	0.3312141226	0.02251208972	0.01472458126
