#gen	Feasible	f1	f2	c1	c2	c3	c4	x1	x2	x3	x4
38	1	26.2479768	0.0005889562177	1557.809958	28647.86317	2.979720778	24069762.34	0.7480355139	0.4732063921	9.999566901	3.727756292
38	1	30.51664403	0.0005089826746	3093.702846	28831.41733	3.569029894	37281408.88	0.7438870478	0.5462709337	10	4.312916941
38	1	34.79530952	0.00043904	67.61710657	28992	4.035400983	58091699.31	0.9645990166	0.3257169052	10	5
38	1	6.346176635	0.002564788589	942.7897735	24172.16524	0.291539338	311892.8823	0.5913878257	0.5709531151	9.896900733	0.8829271637
38	1	5.63154391	0.002998454398	5817.645504	23115.79411	0.06058221914	176380.8328	0.6715285003	0.8237249722	9.999999079	0.7321107195
38	1	18.24040275	0.0008477546816	14.34911128	28053.62781	1.886925343	8063876.5	0.7025163727	0.4464063401	9.999982785	2.589441716
38	1	3.778328793	0.004931717122	1110.880405	19398.73192	0.040946271	65154.95313	0.5013870482	0.6863492952	9.362745455	0.5423333192
38	1	23.57741565	0.0006547489193	431.4913075	28496.74993	2.651851578	17510479.98	0.7008840177	0.4617576343	9.999999988	3.352735595
38	1	23.20454922	0.0006622375285	521.9050926	28479.55669	2.316729749	16922942.85	0.9980929626	0.3257169052	10	3.314822712
38	1	33.83170853	0.000451662302	56.3564521	28963.02023	3.896471055	53355701.93	0.9637973152	0.3257169052	10	4.86026837
38	1	2.270926131	0.00830458174	729.1289992	11048.96045	0.1400467674	3034.039522	0.1291561957	3.185252032	9.939369395	0.2692029631
38	1	13.59807504	0.001155484357	1314.1076	27352.03718	0.5424388725	3231171.861	1.36801217	0.2527315207	9.981397936	1.910451042
38	1	8.723550565	0.001862435663	4814.354526	25723.99975	0.5665867767	755074.8419	0.6120848111	0.7999766346	10	1.178671588
38	1	31.54224089	0.0004947314313	2526.937235	28864.26898	3.847492337	40637042.57	0.5912094325	0.6541295169	9.998838221	4.438701769
38	1	10.80177308	0.001447300378	465.1641069	26677.11648	0.7870665203	1615792.087	0.7296884212	0.4445087938	10	1.516754942
38	1	13.28500582	0.001176391174	730.4141882	27299.1019	1.265925345	3014062.503	0.6001206175	0.5529748356	10	1.866045962
38	1	19.12185413	0.0008154796686	1845.858747	28128.78726	2.024125477	9103614.686	0.6723731122	0.5401859947	9.994327724	2.696498589
38	1	13.11297834	0.001186076998	146.3897248	27276.86404	1.147557866	2940677.135	0.7032494626	0.4503513462	10	1.850807329
38	1	7.850295682	0.002059415884	3888.90524	25271.74925	0.4657116846	556910.0852	0.6002216305	0.7364965781	10	1.065933315
38	1	33.53239886	0.0004560137848	1338.170107	28953.04364	3.362047222	51848475.03	1.452036284	0.238537621	9.999865711	4.814083506
38	1	12.80834309	0.001236251109	700.7018489	27176.31558	1.256949194	2711739.376	0.5465183801	0.6067685146	9.948395	1.803467574
38	1	8.37875002	0.001916079552	3369.612484	25600.83776	0.5424655124	692925.0321	0.6032071701	0.6947406108	10	1.145672683
38	1	21.26592178	0.0007274881944	2167.06229	28329.74649	1.872178812	12764072.22	1.1453272	0.3246672526	10	3.017506012
38	1	12.10562234	0.001292038083	83.53187402	27033.5863	1.149146254	2273531.436	0.5498753299	0.5749699906	9.999999104	1.699021584
38	1	8.990945777	0.001744952534	119.0152893	25993.73178	0.5562065776	919381.2051	0.7018222475	0.4503513462	9.99999911	1.258028825
38	1	8.875802785	0.001815726695	116.4516802	25886.12338	0.5562065776	911928.2547	0.7018222475	0.4503513462	9.868345384	1.258028825
38	1	24.71742679	0.0006330775141	646.158559	28546.50571	3.004217965	19371624.62	0.4632879108	0.7150413128	10	3.467505876
38	1	25.78617927	0.0006017518121	337.0637875	28618.43021	3.092114079	22558595.84	0.5559272717	0.5796461408	9.999976474	3.648041351
38	1	21.1449723	0.0007304859203	396.6460763	28326.08681	1.665436271	12812782.09	1.357077789	0.2370310113	9.980783571	3.02251406
38	1	16.53616184	0.0009647579591	3777.941254	27784.99468	1.779123004	5469407.165	0.4962669733	0.8856730153	9.999999104	2.275389977
38	1	16.42438527	0.0009649394526	4613.04042	27784.61139	1.550702216	5467010.816	0.7243627021	0.6577301473	9.999848315	2.275064918
38	1	18.852607	0.0008290001727	966.6939879	28096.70444	2.121307253	8624736.612	0.5267901588	0.6433261715	9.999888834	2.648097411
38	1	27.55750821	0.0005668299501	2013.50904	28702.51437	3.247615238	27681213.41	0.6602657691	0.5583287149	9.969957901	3.907881007
38	1	12.45788891	0.001268502579	612.3478244	27102.51854	1.164035302	2508706.372	0.5933384338	0.5542962334	9.948849686	1.757373736
38	1	13.8626948	0.001149888178	4162.768596	27359.95061	1.317220554	3227734.619	0.5918346403	0.7694585151	10	1.909055194
38	1	14.41421711	0.001088617611	1857.443229	27500.62283	1.419777153	3805054.291	0.5967252225	0.6103877048	10	2.016502376
38	1	20.0662175	0.0007760431252	1616.543981	28218.26833	2.193435693	10513949.03	0.6352730842	0.5610894046	10	2.828708777
38	1	20.31600132	0.0007693087034	249.848745	28238.829	2.316501358	11057861.82	0.5618256577	0.5697046125	9.971131369	2.878327016
38	1	33.12190985	0.0004673664325	250.7503781	28926.96491	4.135132446	48155383.98	0.5618256577	0.5697046125	9.999999161	4.696958104
38	1	15.52827375	0.001007107539	1759.798373	27689.04961	1.510976325	4829841.321	0.6723731122	0.536210158	9.994436956	2.183349437
38	1	12.34132175	0.00127589587	1585.271762	27070.6475	1.170641713	2361150.307	0.5498753299	0.648111243	9.999999104	1.720517043
38	1	17.48577019	0.0008899555443	136.1253279	27956.73509	1.910267976	6969364.699	0.5563734159	0.5704038981	9.999998204	2.466641392
38	1	24.85180123	0.0006274752136	3847.444212	28559.78462	2.646465438	19943657.64	0.8550353992	0.5115379268	9.997109019	3.501500838
38	1	21.01117283	0.0007392346685	730.4141882	28302.77755	2.36943708	12164942.9	0.6001206175	0.5529748356	10	2.969557697
38	1	8.123812699	0.001955018112	1424.991469	25511.43841	0.5802111807	651989.8202	0.5426431688	0.648111243	9.999999104	1.122854349
38	1	6.50977772	0.002536011127	4971.560662	24177.52547	0.170418348	295451.7014	0.6951929961	0.715044944	10	0.865611344
38	1	19.43513728	0.0008066113728	1697.589324	28148.08636	2.19471969	9362684.644	0.5267901588	0.6836394769	9.999998793	2.721509849
38	1	15.92901005	0.0009845824727	1965.748148	27745.05987	0.8890919761	5253261.386	1.357077789	0.2690822049	9.975311635	2.246169765
38	1	15.98721191	0.0009842676389	965.7612544	27745.77787	1.720088946	5258249.916	0.5267901588	0.6433261715	9.975325152	2.246879105
38	1	21.78108304	0.0007148187141	2149.674674	28358.83459	2.39882055	13455190.88	0.6721679314	0.5548736611	9.999999943	3.070988482
38	1	21.94803906	0.0007101420977	2640.527568	28369.57172	2.388965107	13722890.72	0.7022472637	0.5548736611	9.999999943	3.091212371
38	1	24.1488005	0.0006466034277	101.7865318	28515.45131	2.931683266	18180837.9	0.4632879108	0.6855702017	10	3.394971177
38	1	5.028919698	0.003289137417	1522.441114	22531.14516	0.03044171894	145554.4421	0.6593935613	0.5361416108	9.890438756	0.6898352803
