#gen	Feasible	f1	f2	c1	c2	c3	c4	x1	x2	x3	x4
7	1	20.9541348	0.0008199755079	6267.827436	28159.64852	2.409066322	10781934.64	0.4567137618	1.321174034	9.775600639	2.865780084
7	1	55.19165192	0.0004448132708	7958.604439	28979.19862	4.732447461	56067455.87	0.2092385839	9.040999555	9.995558593	4.941686045
7	1	33.45969508	0.0004690493824	4403.183511	28929.85084	3.709192912	50220246.88	1.060029967	0.4368739314	9.937320622	4.769222879
7	1	6.233760041	0.003025465778	8129.560138	23215.18569	0.3350066859	210238.261	0.4435926217	1.905570207	9.767631767	0.7785993077
7	1	4.779763539	0.004024282794	7975.284045	20857.04253	0.2271877538	76385.71515	0.3357499099	2.618225198	9.895591645	0.5629376637
7	1	12.43500027	0.001683517857	5636.849496	26424.49379	1.407940519	1972485.281	0.2393350861	2.726779211	9.250460789	1.647275605
7	0	35.78989954	0.0004500980585	-15223.3296	28966.70867	4.75553404	53956516.46	0.123	1.241395806	9.999060703	4.87853404
7	0	27.42956249	0.0005703370693	-9790.862597	28694.8449	3.62009254	27236281.15	0.2669585624	0.6869639254	9.967220852	3.887051102
7	1	28.4675163	0.0006371780681	4557.075494	28544.54178	3.304869032	19832015.69	0.1935016756	2.928329134	9.949069907	3.498370707
7	1	7.351658136	0.002543039272	7132.883805	24307.76501	0.5969662672	363903.2387	0.3345728417	2.202451292	9.749297239	0.931539109
7	1	27.64163482	0.0007286300221	4241.246788	28421.35287	3.391607193	20652400.3	0.1935016756	2.90869185	9.436730694	3.585108869
7	1	35.83363547	0.0005574464254	12151.69676	28720.14851	2.232408676	28377228.85	1.705548228	1.822602693	10	3.937956905
7	1	7.156620456	0.002546253614	7377.845382	24301.62689	0.4610065102	363077.1743	0.4698743328	1.535901529	9.74748961	0.930880843
7	1	34.40920685	0.0004646507385	7061.949948	28939.88647	3.754341043	51660201.92	1.060029967	0.616918408	9.937320622	4.81437101
7	1	5.006124417	0.004005637377	5787.979157	21338.53634	0.3744428437	120409.9047	0.281570721	2.19507934	9.418098203	0.6560135647
7	0	5.16442122	0.003459906998	6136.819442	22185.9199	-0.1720191464	130270.0378	0.8385782982	0.6849013801	9.836871339	0.6665591518
7	1	15.14197299	0.001293089141	139.864814	27198.548	1.868935589	3691661.879	0.1515269046	2.440644699	9.436224805	2.020462493
7	1	7.448252675	0.002307347376	7498.959757	24702.51878	0.4022093724	394250.8411	0.5491861663	1.315234911	10	0.9513955387
7	1	8.703334324	0.002357152553	10736.48405	24622.21837	0.09318206793	389830.7602	0.8559121153	1.861413902	9.937085592	0.9490941832
7	1	13.82869788	0.001406728234	8341.466944	26951.97478	1.380326892	2863019.172	0.4762295667	1.854237572	9.437390154	1.856556458
7	0	24.22625411	0.0008245001572	-6039.942807	28262.84926	3.318543417	18000085.04	0.1266403042	1.905328217	9.176780028	3.445183721
7	1	6.668908852	0.00279683803	8059.439619	23606.30411	0.4567142821	227011.699	0.338386401	2.634391321	9.95699335	0.7951006831
7	1	32.47017914	0.0005413583832	1740.882048	28828.06894	4.32180913	50714168.79	0.5155347087	0.7031834865	9.428894067	4.837343839
7	1	29.35346557	0.0005604045761	7462.621473	28714.64684	3.382962707	28166321.7	0.5460131735	1.315234911	9.989973882	3.92897588
7	1	30.54361217	0.000560289413	9943.069542	28713.62125	3.182540791	27947355.94	0.7354343646	1.67355103	10	3.917975155
7	1	7.181475729	0.002353947146	1095.560391	24595.52951	0.7318293318	370947.6861	0.2007319636	1.825550269	10	0.9325612954
7	1	8.380285685	0.002066115974	6756.737337	25256.79407	0.7046229003	551873.5686	0.3581411918	1.872728851	9.999098396	1.062764092
7	1	36.92567618	0.0004496334919	7116.366038	28974.14874	4.475534079	57011802.18	0.4996314406	1.366068614	9.937320622	4.97516552
7	1	30.89797881	0.0005861529782	1483.7704	28728.34418	4.146994033	39234002.44	0.291714406	1.253732976	9.449355027	4.438708439
7	1	23.3411393	0.0007596050457	7963.668488	28294.56053	2.632794299	13525070.89	0.4575735324	1.77212499	9.778945511	3.090367832
7	1	37.23850221	0.0005333282479	6140.749412	28845.16593	4.648342135	52929863.24	0.2581808026	2.639554331	9.431234815	4.906522938
7	1	28.08951461	0.0006449104528	2664.114954	28526.87927	3.296253175	19126972.07	0.1601725643	2.928329134	9.949069907	3.456425739
7	1	5.434405889	0.003744586417	1881.075256	22178.69826	0.5387087053	200663.5483	0.2398906024	1.6410386	9.097430387	0.7785993077
7	1	6.019583799	0.00305746071	7383.57425	23143.43487	0.3268589993	203520.5475	0.4435926217	1.6410386	9.767631767	0.770451621
7	1	20.96756084	0.0007882804088	6865.271754	28190.17253	2.313013187	10031579.64	0.4717826492	1.39428401	10	2.784795836
7	1	19.56559508	0.001026492469	2613.049345	27855.58765	2.584069244	10011575.47	0.2546997744	1.649473506	9.099050803	2.838769018
7	1	25.56313207	0.000730633144	2538.801807	28435.12571	3.392840923	22552192.37	0.3080287517	1.30791174	9.328754074	3.700869675
7	1	19.91150193	0.0008149316124	6496.720747	28144.57263	1.786675078	9739366.751	0.9755169947	0.6171310929	9.916681192	2.762192073
7	1	37.07695781	0.0004473355705	7505.796726	28979.34235	4.45437006	57871617.17	0.54562994	1.327278336	9.937799237	5
7	1	11.57194984	0.001569559376	5726.995507	26599.16053	0.820721493	2059525.493	0.8432294723	0.6457667904	9.437390814	1.663950965
7	1	6.458545218	0.002926636519	8265.68356	23309.45023	0.4214071071	197330.8013	0.338386401	2.778868199	9.957184996	0.7597935081
7	1	5.00325195	0.004167234791	6888.470246	20989.11126	0.3462342829	106266.9918	0.2843403274	2.675037881	9.418098203	0.6305746103
7	1	11.98716221	0.001435575458	505.3833525	26750.44114	1.394861493	1865787.867	0.2007319636	1.73647257	9.859205995	1.595593456
7	0	4.075659251	0.004523903218	5814.233857	19681.91009	-0.5650676814	50133.08894	1.060029967	0.5168565335	9.934123622	0.4949622856
7	1	12.93214691	0.001480120957	6970.038195	26755.06827	1.372960274	2226568.941	0.3304573813	2.188422861	9.548868531	1.703417655
7	1	7.078081571	0.002546253614	6771.14815	24301.62689	0.488339206	363077.1743	0.4425416369	1.480417893	9.74748961	0.930880843
7	1	19.68982683	0.000805604452	4161.592941	28159.07539	1.992869713	9776387.788	0.7707553679	0.5875069788	9.953084787	2.76362508
7	1	36.17654077	0.0004514743804	5804.994095	28971.7558	4.465514521	57153027.93	0.5155347087	1.084307033	9.919886804	4.98104923
7	1	20.21343274	0.0008677570629	176.5580064	28119.21134	2.535863438	12185388.81	0.471041802	0.6793564249	9.440291359	3.00690524
7	1	14.97837839	0.001335928595	310.3727405	27136.73357	1.865631382	3663090.866	0.1542442335	2.440644699	9.335166622	2.019875615
7	0	25.75255876	0.0007557040084	-5489.43267	28416.85305	3.645134016	24519475.85	0.178560472	1.314653774	9.124583736	3.823694488
7	1	11.59704536	0.002226452572	8182.364084	24888.375	0.7688996514	439576.6137	0.2171376867	9.413612348	9.999748907	0.9860373381
7	1	28.70671738	0.000636870461	8346.021641	28545.01025	3.166745911	19833961.41	0.3316247958	2.928329134	9.950671442	3.498370707
7	0	33.91542089	0.0005223994416	-8110.004149	28852.98099	4.649884737	50132140.17	0.1544911369	1.327278336	9.56338128	4.804375873
7	1	11.61543029	0.001571104109	6125.826228	26595.81372	0.8237369951	2053440.122	0.8385782982	0.6849013801	9.437390154	1.662315293
7	1	32.33204948	0.0005820142144	5366.192565	28690.42565	3.797765473	29529747.34	0.2092417781	3.035735611	9.800317027	4.007007251
7	1	29.35941426	0.0005701570473	7927.048708	28701.97308	3.357881211	28468754.18	0.5910658904	1.315234911	9.915914203	3.948947102
7	1	18.95535778	0.001067931608	9505.524166	27680.10011	1.952705546	6411819.576	0.4740306732	2.579784065	9.461704065	2.426736219
7	1	14.48738047	0.001410044614	243.8477137	27008.7295	1.819278197	3393685.949	0.1542442335	2.440644699	9.239881278	1.973522431
