#gen	Feasible	f1	f2	c1	c2	c3	c4	x1	x2	x3	x4
41	1	18.98521262	0.0008270891412	4467.482637	28101.07085	1.52322113	8683889.347	1.130906328	0.4121553572	10	2.654127458
41	1	13.05031626	0.001226287416	3385.634253	27184.5442	0.08522486473	2660210.222	1.704893807	0.2438828686	10	1.790118672
41	1	31.4276307	0.0004951944727	5082.27485	28863.14651	3.296110629	40505340.39	1.137744558	0.4394472609	9.999361444	4.433855187
41	0	20.11559497	0.0007505966809	-20417.51987	28281.21619	1.700334911	11879961.21	1.247430618	0.1	9.973742989	2.947765529
41	1	33.10039366	0.0004656775763	3475.002007	28930.8423	2.996337727	48681247.83	1.71765348	0.2442079289	10	4.713991207
41	1	20.22205129	0.0007683856651	2900.816239	28235.84924	1.744280635	10831608.07	1.112618055	0.3572930361	10	2.85689869
41	0	6.712468603	0.002602764092	5599.245104	24024.30921	-0.6712450781	272864.3975	1.514674377	0.3508816261	9.999927885	0.8434292987
41	1	22.29904287	0.0006976240052	3524.933503	28398.6706	1.877054891	14502503.9	1.271738903	0.3318179258	9.997762575	3.148793794
41	0	21.08194191	0.0007207291928	-6519.35107	28345.26461	2.219615878	13126725.4	0.8261883182	0.255579448	10	3.045804196
41	1	19.3034525	0.0008431122611	7325.426075	28064.30078	0.919010415	8198428.418	1.684747518	0.4024991788	9.999908532	2.603757933
41	1	18.11267359	0.0008558467755	706.5444012	28038.52179	1.620605389	7954440.334	0.958000636	0.3443045394	9.982309418	2.578606025
41	1	5.048454168	0.00340581595	824.0756153	22180.90448	0.4659595477	118504.4203	0.1786789171	2.046289463	9.999514191	0.6446384648
41	1	17.38282081	0.0009156073467	5506.586567	27897.92935	1.048333168	6401636.333	1.349505901	0.3895543055	9.999576281	2.397839069
41	1	15.03401683	0.001086867963	6738.850234	27504.65758	0.5190538823	3823717.091	1.500737647	0.4133264862	9.999929082	2.01979153
41	1	35.55094043	0.0004390414204	6070.723085	28991.99783	3.765432422	58091661.3	1.234567578	0.4582691696	9.999989216	5
41	1	31.73345953	0.0004816940143	821.1624162	28894.06987	3.265110325	43984353.77	1.292139578	0.2572635453	10	4.557249903
41	0	23.70058338	0.0006401488887	-5854.804913	28530.27155	2.446861857	18736651.74	0.9823483362	0.2222139653	9.999992265	3.429210193
41	1	31.38942954	0.000487240756	812.1672802	28881.56095	3.216869446	42571164.29	1.291231966	0.2572635453	9.997980134	4.508101412
41	1	25.15180913	0.000625318672	5729.957299	28564.32973	1.995931641	20103130.87	1.514674377	0.356736475	9.999927885	3.510606018
41	0	8.454320591	0.002965247963	11569.28994	23192.03274	-0.3355010318	182576.7535	1.075810115	2.121492944	10	0.7403090829
41	1	26.85116672	0.0005834706312	5612.948228	28660.39906	2.554460531	24746222.54	1.207853941	0.4414365883	10	3.762314472
41	1	16.45542869	0.001301971007	11669.14188	27050.64845	0.6869076071	2487387.945	1.068453304	2.287111462	9.866628716	1.755360911
41	1	18.45926828	0.0009216525461	9451.302452	27884.16112	1.530086716	6279130.281	0.8523978347	1.238628837	9.999054249	2.38248455
41	1	19.17538721	0.000821069897	10.2759906	28133.04006	2.022413611	9627527.531	0.7299048541	0.4294359672	9.903721674	2.752318465
41	0	3.727644949	0.004862652434	2676.850054	18938.92323	-0.8491140609	40225.9492	1.313306069	0.2962525383	9.907583371	0.4641920077
41	1	14.10458096	0.001106824694	1150.052688	27458.82085	0.6535452159	3620057.472	1.32978603	0.2565802822	10	1.983331246
41	1	12.93478442	0.001226287416	3969.394324	27184.5442	0.7245134543	2660210.222	1.065605218	0.4148243533	10	1.790118672
41	0	25.58125783	0.0005921627054	-5879.876485	28640.46351	2.434007148	23675197.18	1.273251757	0.1711496222	9.999847456	3.707258905
41	0	11.93436876	0.001261242261	-26116.00003	27104.47644	0.6723878304	2445937.785	1.068453304	0.1	9.999358671	1.740841134
