#gen	Feasible	f1	f2	c1	c2	c3	c4	x1	x2	x3	x4
43	1	25.75824314	0.0005987659235	57.08171509	28625.28232	2.999836962	22897400.91	0.6663703389	0.4723608236	10	3.6662073
43	1	23.5649949	0.0006712883101	1219.745827	28479.05273	2.465436494	18157391.74	0.9372279148	0.3666850572	9.86844285	3.402664409
43	1	32.88291227	0.0004774137321	3128.800982	28903.89718	4.053350732	45178234.18	0.5447591498	0.7530773893	9.999998786	4.598109882
43	1	8.386610095	0.001877848116	466.9745341	25688.61408	0.5007846844	736488.7273	0.6682129944	0.4858947851	9.999999865	1.168997679
43	0	7.050894133	0.002225069306	-48383.2075	25004.59181	0.3705215277	532568.9612	0.6846366307	0.1	9.778472004	1.055158158
43	1	5.461507776	0.003009275522	86.83572539	23090.94906	0.4791270324	174420.2774	0.2503508716	1.304605354	10	0.729477904
43	1	14.78787943	0.001067325942	3707.554782	27549.55432	1.327847769	4038368.691	0.7290007575	0.5926923787	9.999805962	2.056848527
43	1	34.9098655	0.0004553348453	5107.271366	28954.58837	4.265911257	52074907.53	0.5551561902	0.9165988192	10	4.821067447
43	1	27.99226434	0.0005529178084	1868.984212	28730.54918	3.247437752	29081007.58	0.7228038719	0.5030373878	9.999973735	3.970241624
43	1	21.57684815	0.0007524420718	116.8557342	28272.48151	2.667220225	11536745.9	0.2503508716	1.307760514	9.999843238	2.917571096
43	1	21.61209453	0.0007416195762	6994.824633	28297.31828	2.064547657	12048869.39	0.895545432	0.7250329383	9.999904365	2.960093089
43	1	31.87241262	0.0004866614293	1362.33602	28882.68777	3.90809212	42658281.19	0.6029161164	0.5792053873	9.999796965	4.511008236
43	1	13.02838501	0.001195793152	851.2102956	27254.55654	1.034217737	2869431.443	0.8015512643	0.4166782043	10	1.835769001
43	1	17.80879832	0.0008677580758	214.6600012	28008.71427	1.675629323	7550740.869	0.8579820698	0.3704699458	9.994900512	2.533611393
43	0	10.80044505	0.001439448761	-1560.462637	26696.54203	0.8817453946	1648344.012	0.6452210168	0.4354902364	9.995767208	1.526966411
43	1	28.57131144	0.0005439510487	2427.726523	28751.64452	3.350155524	30647893.96	0.6904665957	0.5535875715	9.995902535	4.04062212
43	0	17.61732218	0.0008697549043	-3147.077423	28004.14374	1.66985695	7499181.796	0.8579820698	0.2957995291	9.994841962	2.52783902
43	1	17.37598754	0.0008908664418	556.0959194	27954.64337	1.690090809	6947979.474	0.7740271519	0.4217782943	10	2.464117961
43	1	28.29570652	0.0005476190356	2325.670725	28742.7114	3.269211956	29932883.16	0.7394142193	0.5117431239	10	4.008626175
43	1	34.84134079	0.0004433140575	469.7267975	28982.19208	4.34182876	56429774.69	0.6100380146	0.5329261873	9.999951179	4.951866774
43	1	27.94685477	0.0005637940139	6288.881187	28705.57697	2.850917801	27429662.23	1.042720849	0.5600164098	9.999984568	3.893638649
43	1	28.09695639	0.0005631067443	4757.226177	28707.15288	3.296416777	27529883.59	0.6019559957	0.8084438302	10	3.898372773
43	1	10.27760519	0.0015701819	5032.657631	26394.99113	0.6197599703	1264053.185	0.7782953077	0.6417954184	9.999998341	1.398055278
43	1	7.520202599	0.002227800599	2443.492953	25000.5047	0.2667207361	532432.7176	0.7884374222	0.4848789238	9.77447422	1.055158158
43	1	31.30565633	0.0004885513976	50.06691651	28878.32587	3.538902961	42157865.91	0.9543806742	0.3287925896	10	4.493283636
43	0	26.79731404	0.0005737210614	-278.5146004	28682.78334	3.10273244	26029683.75	0.723517707	0.424120504	9.999999551	3.826250147
43	0	31.07721327	0.0004919829715	-1078.438481	28870.46361	3.645755571	41286745.53	0.8163812619	0.3549716197	9.999855236	4.462136833
43	1	14.60802728	0.001070149768	866.6112949	27543.48213	1.472766794	4012074.801	0.579684025	0.5789828713	9.998133337	2.052450819
43	1	11.09138885	0.001412638704	358.0182966	26756.69685	0.9800517833	1738126.178	0.5739195145	0.5621023598	10	1.553971298
43	1	7.440133604	0.002227800599	797.9278817	25000.5047	0.3705215277	532432.7176	0.6846366307	0.4866889226	9.77447422	1.055158158
43	0	23.096806	0.0006460391436	-58995.7794	28517.04029	2.815409343	18258841.03	0.5845445921	0.1	9.998021725	3.399953935
43	1	33.43547025	0.0004667441607	3669.646546	28928.39364	4.023102879	48348285.01	0.6801178231	0.6335913835	9.999998786	4.703220702
43	0	7.301492157	0.002334865767	6520.107042	24639.34515	-0.1327650413	380268.9239	1.072950912	0.5620188558	9.999988151	0.9401858704
43	1	20.88593747	0.0007431445292	2814.729236	28293.80083	1.882398071	11973849.13	1.071536074	0.3680942456	10	2.953934146
43	1	11.12124792	0.001426667097	3368.981401	26724.50172	0.7853210554	1687236.577	0.7533882714	0.5539879823	9.999960568	1.538709327
43	0	24.09468338	0.0006312651601	-3993.066863	28550.66956	2.490405887	19539324.18	0.9870755803	0.2446032892	9.99998042	3.477481467
43	1	31.04503395	0.00049268516	40.48260809	28868.83509	3.501203091	41105446.72	0.9543806742	0.328559168	10	4.455583765
43	1	14.7286301	0.001089797085	5983.947555	27497.94028	1.068220063	3793017.77	0.9461612946	0.5929841581	9.999898368	2.014381358
43	1	29.08437143	0.0005433848075	4672.286363	28752.43284	3.436946555	30638231.05	0.6029161164	0.7992160181	10	4.039862671
43	0	5.957558306	0.00256492643	-28820.30793	24111.22749	0.6055410235	285408.1362	0.2503508716	0.4009785327	9.999848548	0.8558918951
43	1	34.26001719	0.0004480291826	2068.118509	28971.36294	3.856979558	54665016.41	1.042720849	0.3537078881	9.999986686	4.899700406
43	1	11.75544954	0.00164744791	2993.001726	26582.50912	1.087877925	2563813.404	0.7186501418	0.5617777304	9.035230359	1.806528067
43	1	6.839501295	0.002499706489	4019.002661	24390.70212	0.1030328421	375371.1242	0.8375476045	0.5320531784	9.773790899	0.9405804466
43	1	30.47321584	0.0005061115398	599.2634712	28838.12202	3.659145741	37950517.68	0.6795014753	0.4826478973	9.999029247	4.338647216
43	0	17.772391	0.0008677687146	-674.151747	28008.69799	1.729031029	7550722.128	0.8045803639	0.3704699458	9.994859666	2.533611393
43	1	34.74013879	0.000439868195	148.1933578	28990.11976	4.029560485	57774345.04	0.9613400564	0.3287925896	9.999789834	4.990900541
43	1	24.29434792	0.0006566841714	7063.682381	28492.30876	2.349864966	17356267.05	0.9930034926	0.6594193657	9.999986632	3.342868459
43	1	15.48305981	0.001033476117	5884.114863	27627.2232	1.168175589	4448201.601	0.9559180059	0.5791382948	10	2.124093595
43	0	21.86494848	0.0007056532874	-1392.627349	28379.87837	2.526335694	13986609.1	0.5845445921	0.486594849	9.999995595	3.110880286
43	1	7.070029402	0.002343519614	5197.21655	24619.47768	0.03250797851	376006.2302	0.9042066353	0.5620188558	9.999986227	0.9367146138
43	1	6.91548044	0.00233334109	2859.956728	24642.84826	0.120051752	381028.1813	0.8207498224	0.4836424934	9.999983341	0.9408015744
43	1	32.02106201	0.0004971236772	1622.348928	28878.90399	3.705165775	46501701.49	0.9543833883	0.3722430081	9.822497247	4.659549163
43	1	10.36398031	0.001537890081	3680.057723	26469.12992	0.6460307125	1345746.693	0.7813794949	0.5508337896	10	1.427410207
43	0	33.52231916	0.0004583608126	-2497.760682	28947.64099	4.235917582	51050232.15	0.5533225537	0.4786957541	10	4.789240135
43	1	17.70051224	0.0008968559044	5586.317457	27940.89206	1.372865174	6809585.788	1.074796696	0.4949756203	10	2.44766187
43	1	23.61028549	0.0006550856531	2559.615832	28495.97685	2.309987053	17483485.38	1.041025376	0.3701441588	9.999999749	3.351012429
43	1	34.49641452	0.0004524768998	5197.21655	28961.15141	3.9473318	53068631.51	0.9042066353	0.5620188558	9.999986227	4.851538435
