#gen	Feasible	f1	f2	f3	f4	f5	c1	c2	c3	c4	c5	c6	c7	x1	x2	x3
71	1	66886.95927	833.1122217	892573.8827	3031999.923	4130.994785	0.8347602086	1.044707031	43679.82438	16316.37585	10322.91212	2106.841338	574.7122919	0.2777040739	0.03128030806	0.01725192001
71	1	68152.41858	1925.74638	1437671.153	1320599.034	309.4607819	0.9876215687	1.078318561	45074.36842	16551.3771	10560.09971	2119.313913	593.0978635	0.6419154601	0.0503832763	0.01
71	1	69535.34449	1963.375107	1807227.48	789210.8438	73.3649531	0.9970654019	1.080397563	45157.98372	16565.63117	10574.62555	2119.310115	594.2120999	0.6544583692	0.06333440112	0.01
71	1	66382.18501	969.7527991	959502.2771	2575306.115	2454.126576	0.9018349369	1.059434146	44313.80133	16421.78908	10428.09768	2119.014434	582.9676238	0.323250933	0.03362581787	0.01017919062
71	1	73874.39476	904.111604	2571482.452	312164.0282	2225.221484	0.9109911406	1.061525176	44317.3498	16427.54036	10438.28397	2095.473325	583.3877901	0.3013705347	0.09011776484	0.02385191666
71	1	66502.80064	586.9868205	995441.2433	2446400.538	4332.110499	0.82671558	1.042896363	43649.43437	16308.48416	10312.59142	2119.239739	574.110893	0.1956622735	0.03488530121	0.01004927467
71	0	64977.85666	189.9466669	442907.6595	5554653.743	35228.12392	-0.4091249568	0.7708616347	32678.53969	14440.16584	8410.259981	2110.493962	428.0541055	0.06331555563	0.01552172689	0.01513172248
71	1	65451.29036	1438.056427	640621.034	4114474.354	2789.645214	0.8884141914	1.056493193	44181.04211	16400.08228	10406.75441	2114.784708	581.2655245	0.4793521423	0.02245060457	0.01263655949
71	1	68030.58537	775.4826491	1400862.26	1392132.649	1991.705697	0.9203317721	1.063505945	44477.74269	16449.72514	10456.55682	2119.065641	585.1514418	0.2584942164	0.04909330633	0.01014899978
71	0	67825.83354	105.4516239	1072497.947	2418634.972	26740.42003	-0.06961680137	0.845627669	35658.40814	14949.88441	8931.154263	2102.563423	467.8887364	0.03515054129	0.03758575825	0.0197390435
71	1	66380.86987	206.6195726	951057.3175	2613108.734	14430.24875	0.42279005	0.9539769069	40070.75044	15698.57409	9691.183768	2118.529795	526.4335255	0.06887319087	0.03332986373	0.01046282845
71	1	66473.34798	388.8652028	744883.2104	3772941.471	10561.25173	0.5775499307	0.9880909385	41395.11174	15927.38632	9926.918198	2104.601863	544.302301	0.1296217343	0.02610447913	0.01855427209
71	1	69582.0678	1924.702813	1581318.658	1174319.258	1244.173422	0.9502330631	1.07013375	44695.96445	16490.0144	10500.21004	2104.932215	588.2831909	0.6415676043	0.0554174122	0.01835455354
71	1	65448.11626	1627.337784	505291.5615	5205357.478	3760.333084	0.8495866766	1.047971525	43810.54424	16338.69666	10345.68935	2106.673056	576.4568923	0.5424459279	0.01770797467	0.01734946391
71	1	65135.54341	1627.337784	505421.2601	5055531.19	3397.327997	0.8641068801	1.051151903	43955.72788	16362.3429	10368.85895	2111.719437	578.3116176	0.5424459279	0.01771251997	0.01441766846
71	1	65357.12425	1303.319621	422021.6126	5966382.734	5806.152141	0.7677539144	1.029967929	43074.28658	16213.96293	10219.23107	2103.118158	566.7020523	0.4344398737	0.01478977405	0.01941552276
71	1	65520.37043	229.7935344	596399.9784	4472107.761	21537.60315	0.1384958739	0.8914153669	37528.84327	15266.89487	9252.656814	2111.007495	492.6798958	0.0765978448	0.02090087489	0.0148332252
71	1	69032.54071	1323.687101	1467104.263	1361342.792	1657.345847	0.9337061661	1.066489153	44556.12034	16465.74441	10475.11552	2106.906152	586.388473	0.4412290337	0.05141476149	0.01721087367
71	1	70481.02176	1733.000275	2059938.793	555015.604	68.29018981	0.9972683924	1.08044225	45159.78099	16565.93755	10574.93777	2119.31001	594.2360499	0.5776667584	0.07219068504	0.01
71	1	66436.92357	1942.812865	936726.922	2693044.263	1053.589241	0.9578564304	1.071774159	44802.38143	16505.57173	10513.89238	2116.753889	589.5140675	0.6476042885	0.03282765411	0.01148998192
71	1	66957.80359	2234.90222	1114756.823	2073411.185	444.944061	0.9822022376	1.077126239	45025.65472	16543.12131	10551.72732	2119.093285	592.4522339	0.7449674065	0.03906672324	0.01012896315
71	1	65351.39214	322.2898381	505417.7066	5157754.138	18292.40404	0.2683038385	0.9200006468	38669.05189	15461.8731	9451.860516	2108.243035	507.9178287	0.107429946	0.01771239543	0.01643922009
71	1	67422.50892	316.5587366	1111492.206	2177026.807	8257.036098	0.6697185561	1.008359481	42233.61468	16068.83754	10069.81389	2111.415902	555.3680139	0.1055195789	0.03895231451	0.01459534523
71	1	70634.55687	1960.896353	1977335.384	649991.9137	537.2985048	0.9785080598	1.076336155	44969.11273	16535.06475	10544.847	2111.850808	591.8134131	0.6536321177	0.06929584334	0.01433270065
71	1	65282.52678	725.13363	285346.8965	7516021.284	15279.73672	0.388810531	0.9465684056	39695.94255	15639.58947	9635.200971	2096.077866	521.7946595	0.24171121	0.01	0.02350669025
71	1	67732.06952	2237.358011	1141601.025	2126062.397	1194.90428	0.9522038288	1.070557048	44724.27288	16494.11927	10503.78726	2108.231386	588.6081873	0.7457860038	0.04000747999	0.01643922009
71	1	65216.513	1641.881605	540693.5384	4790412.85	3072.428469	0.8771028612	1.054010255	44073.50293	16382.2404	10388.98465	2112.541602	579.8680269	0.5472938683	0.01894863918	0.01393983084
71	1	64167.9381	1553.515451	285346.8965	6778116.802	6324.552306	0.7470179078	1.025368047	42926.67627	16186.41052	10189.14549	2114.043472	564.5619406	0.5178384837	0.01	0.01306854806
71	1	66295.88042	1307.600342	895485.5992	2855808.536	1974.859129	0.9210056348	1.063662367	44475.40058	16449.87746	10457.17562	2116.542868	585.1601961	0.4358667806	0.03138234935	0.01161441513
71	1	63906.1415	518.2837269	300949.5279	6438391.879	18315.28512	0.2673885952	0.9197640622	38697.05976	15464.25032	9452.268168	2119.206112	508.1173549	0.1727612423	0.0105467952	0.01007002324
71	1	66112.64516	1588.810938	507177.6542	5518011.254	4594.695355	0.8162121858	1.040658266	43480.13836	16284.68923	10292.60006	2096.074949	572.2219051	0.5296036461	0.01777407291	0.02350669025
71	1	66268.46963	1514.594869	792220.9328	3409251.836	2328.784375	0.906848625	1.060564317	44330.99231	16426.5254	10434.44197	2110.755482	583.3275413	0.5048649563	0.0277634326	0.01497662933
71	1	65570.08338	442.4240677	440711.2488	5890643.992	15819.7813	0.3672087481	0.9417977407	39520.28306	15608.60866	9602.758973	2100.814455	519.3788188	0.1474746892	0.01544475353	0.02075490922
71	1	65662.57819	1612.390164	579254.1494	4668687.402	3255.589746	0.8697764102	1.052412956	43992.61201	16369.51447	10376.91011	2107.677012	578.8671664	0.537463388	0.02029999823	0.01676587997
71	1	64499.51806	3016.285192	341837.7739	6335367.905	2638.040823	0.8944783671	1.057836768	44225.90343	16408.31613	10415.63796	2112.103286	581.9058115	1.005428397	0.01197972636	0.01419407375
71	1	66754.91549	439.3134049	1061465.422	2232475.438	5626.158914	0.7749536435	1.03150155	43190.86859	16230.32927	10232.96139	2119.159004	568.0014485	0.1464378016	0.0371991227	0.01009651308
71	1	67187.51461	1736.655145	957065.9173	2786740.699	1988.858371	0.9204456652	1.063573217	44435.33542	16445.37814	10454.54938	2105.88229	584.7951673	0.5788850483	0.03354043549	0.01780649852
71	1	72693.60864	960.1468525	2526611.188	302514.4966	1000.477698	0.9599808921	1.072257697	44804.8832	16507.08086	10516.34022	2111.799958	589.6258492	0.3200489508	0.08854524858	0.01436635063
71	1	66112.16486	553.8874545	775691.9121	3458246.136	6664.076422	0.7334369431	1.022383921	42800.62781	16165.30803	10167.96447	2112.281751	562.9101643	0.1846291515	0.02718417203	0.0140920931
71	1	65267.59914	1658.954685	540693.5384	4813155.898	3097.028389	0.8761188644	1.053796271	44062.07815	16380.47287	10387.33477	2111.718068	579.7288307	0.5529848951	0.01894863918	0.01441825339
71	1	70181.99318	140.7889766	1973674.473	627266.2052	9967.960045	0.6012815982	0.9932694066	41652.46819	15968.12245	9965.795318	2118.942669	547.5045522	0.04692965887	0.06916754649	0.01022273076
71	1	66108.16805	1306.954425	775125.7732	3460371.936	2674.610491	0.8930155803	1.057514085	44213.6299	16406.17883	10413.42209	2112.309186	581.7389967	0.4356514749	0.02716433165	0.01407450329
71	1	65348.96035	768.4645038	504767.8651	5162425.341	7699.154838	0.6920338065	1.013282208	42420.73873	16101.431	10103.61208	2108.241938	557.9118681	0.2561548346	0.01768962169	0.01643922009
71	1	68857.49454	1877.300823	1625816.481	1016215.19	210.8103007	0.991567588	1.079187305	45109.25254	16557.32743	10566.16649	2119.296209	593.5629791	0.6257669408	0.05697684121	0.0100094835
71	1	67786.74075	408.1055156	1250350.067	1768476.494	5452.487918	0.7819004833	1.033047627	43235.11941	16239.0184	10242.77901	2113.919986	568.674128	0.1360351719	0.04381859704	0.01314010003
71	1	68851.45689	1948.36004	1472850.064	1325361.154	927.8613198	0.9628855472	1.07290236	44825.22994	16510.90598	10520.53795	2110.167233	589.9228197	0.6494533466	0.05161612347	0.01531365853
71	1	63924.41277	1158.017212	303337.8343	6422562.452	7722.965315	0.6910813874	1.013037921	42447.92185	16103.70052	10103.93763	2119.054701	558.1027877	0.3860057372	0.01063049355	0.01015743563
71	0	70780.16105	41.72157422	2138671.207	497570.4344	32578.60056	-0.3031440224	0.7941646424	33645.74598	14603.13186	8574.723033	2119.254221	440.8040555	0.01390719141	0.07494986746	0.01004226221
71	1	65695.49449	299.8655964	559203.098	4849222.242	17935.41388	0.2825834447	0.9231515861	38787.89906	15482.6367	9473.44314	2105.940633	509.5380355	0.09995519879	0.01959730787	0.01777683208
71	1	71336.95104	1654.37586	2168787.99	497182.0938	582.9267899	0.9766829284	1.075933638	44953.69886	16532.3876	10542.0772	2112.078624	591.6044245	0.5514586201	0.07600531201	0.01420116548
