#gen	Feasible	f1	f2	c1	c2	c3	c4	c5	x1	x2	x3	x4
20	1	0.2940894215	9.65868869	0.04241192328	20	0.08162549749	0.7492899684	26144.25087	64.84284921	84.88526113	3000	3.150415331
20	1	1.509281359	2.542606615	0.02932994067	2.5	0.12083563	0.7494735	101833.9418	75.42021277	95.44954271	3000	10.74056482
20	1	0.5902728707	5.789306925	0.09363814609	15	0.08275494979	0.7499245083	44219.73599	64.89223022	84.98586837	3000	5.293422199
20	1	0.4315910909	7.511305652	0.3455628674	17.5	0.07458582249	0.7528652027	33875.84486	61.9803911	82.32595397	3000	4.043837547
20	1	1.205197252	3.193107089	0.6667568579	7.5	0.1280884885	0.7571170782	80904.96071	74.67499117	95.34174803	3000	8.533050955
20	1	0.146613121	14.81328657	0.4429801792	22.5	0.08068828832	0.7540729597	16733.62902	62.96022031	83.40320049	3000	2.105838998
20	1	0.3159383083	9.02028107	0.09338764402	20	0.1036428607	0.7501111235	28058.29941	70.1752266	90.26861424	3000	3.297864486
20	1	0.7988921942	4.496454286	0.2630018347	12.5	0.106998723	0.752188797	57192.88461	70.33003417	90.593036	3000	6.993470804
20	1	0.1388955522	15.36595191	0.09465328394	22.5	0.06294610676	0.7497450144	16099.40242	60.48395016	80.57860345	3000	2.031482032
20	1	0.3526738554	8.26032876	0.5265856745	20	0.1345122928	0.7555451347	30722.47019	77.39650765	97.92309332	3000	3.004471611
20	1	0.3032249975	9.517133425	0.3624106587	20	0.09121749846	0.7532267253	26546.49973	65.79537424	86.1577849	3000	3.284373599
20	1	2.647575107	2.099098785	8.810567443	0	0.2231767382	0.8252622695	123540.0701	79.36611654	108.176684	3000	11.9849767
20	1	0.5314707225	6.03412708	0.07720565719	17.5	0.1357411163	0.7501795374	42389.11151	80	100.0772057	3000	4.595626999
20	1	0.1407102389	15.21237369	0.1517643107	22.5	0.06729296322	0.750478564	16271.02179	61.1743936	81.32615791	3000	2.064213815
20	1	0.1739059683	12.62483602	0.631099388	22.5	0.1308011503	0.7567290149	19790.32814	75.69783542	96.32893481	3000	2.95170059
20	1	0.8742625091	4.134389293	0.3734091843	12.5	0.1322584113	0.7537217414	62280.31069	77.38868282	97.762092	3000	6.385690144
20	1	2.105837714	2.271134366	4.767067756	0	0.1776880606	0.7969513395	114113.8908	74.37740267	99.14447042	3000	11.994664
20	1	1.008541169	3.634243397	0.08758738839	10	0.121487106	0.7501921328	70975.20797	75.34257138	95.43015877	3000	7.648388244
20	1	1.114361115	3.370733361	0.1783219968	7.5	0.1059238679	0.7511611149	76594.11539	70.414714	90.593036	3000	8.792591555
20	1	0.4378156781	7.411156494	0.3604091162	17.5	0.07921235606	0.7530866839	34345.78117	62.96022031	83.32062943	3000	4.019953962
20	1	0.52168348	6.179515762	0.1873829778	17.5	0.1307833864	0.7514806111	41370.62606	77.80445794	97.99184091	3000	4.797967949
20	1	1.260352391	3.085039823	0.3427614961	2.5	0.0656985914	0.7527420367	83770.54398	60.07330875	80.41607024	3000	10.51885665
20	1	1.213989388	3.091454736	0.1438895198	7.5	0.1300577669	0.7509475532	83594.84864	77.7792038	97.92309332	3000	8.542851132
20	1	0.633031945	5.458142565	0.3052451762	15	0.1041837336	0.7526681605	46957.30619	69.37743955	89.68268473	3000	5.609767819
20	1	0.670791715	5.085213229	0.02932994067	15	0.12083563	0.7494735	50466.97091	75.42021277	95.44954271	3000	5.420520648
20	1	0.7072398537	5.066338603	1.04858131	15	0.1352225762	0.7614993365	50658.33837	75.19090667	96.23948798	3000	5.506825253
