#gen	Feasible	f1	f2	c1	c2	c3	c4	c5	x1	x2	x3	x4
12	1	0.2179188296	11.78266137	4.150482727	22.5	0.185170989	0.7919860828	21269.18502	80	104.1504827	3000	2.06731966
12	1	0.1668822714	12.8709069	0.1832199472	22.5	0.1194711802	0.7513369846	19394.76261	74.27948267	94.46270262	3000	2.243680499
12	1	0.7918051148	4.482987003	0.01993780015	12.5	0.1043762048	0.7492196445	57367.40069	70.70600644	90.72594424	3000	6.482965984
12	1	0.430150913	7.635526624	0.6214932181	17.5	0.07349631113	0.7560718282	33310.08306	60.63941826	81.26091147	3000	4.943848558
12	1	0.3236432006	9.402453972	1.482850543	20	0.1106981606	0.7659753633	26881.25804	66.12178317	87.60463372	3000	3.019438582
12	1	0.1784761122	12.05865922	0.211624262	22.5	0.1376943836	0.7518287733	20761.77808	80	100.2116243	3000	2
12	1	0.1699698057	12.67549684	0.2421657738	22.5	0.1245670404	0.7520901529	19707.63403	75.56074541	95.80291118	3000	2.127243122
12	1	0.1762407065	12.11382887	0.04919713134	22.5	0.134367346	0.7498255882	20663.1245	79.67348484	99.72268197	3000	2.119243067
12	1	0.640259131	5.340400051	0.08711773146	15	0.1075228803	0.7500685223	48012.44055	71.26796286	91.35508059	3000	5.842256416
12	1	0.6536253236	5.274709317	0.2533642003	15	0.1135038382	0.7521304786	48621.59149	72.20095114	92.45431534	3000	5.005159727
12	1	2.54009936	2.116654215	7.861358787	0	0.2156950576	0.8193794184	122507.9701	79.09917395	106.9605327	3000	11.1349052
12	1	0.4501169023	7.121023958	0.09991909815	17.5	0.08797914685	0.7500494842	35781.80328	66.11999239	86.21991149	3000	4.803049385
12	1	0.2054343294	11.90808671	2.999499874	22.5	0.1721155623	0.7816689319	21035.68172	79.64434792	102.6438478	3000	2
12	1	0.7048975591	5.020149104	0.7831204191	15	0.1343427508	0.7585051319	51132.71747	76.13096494	96.91408535	3000	5.175432568
12	1	2.798073061	2.074413207	10.10605613	0	0.2326874045	0.8326932211	125020.9106	79.78425588	109.890312	3000	11.71879748
12	1	0.4801943483	6.675500064	0.08711773146	17.5	0.1075228803	0.7500685223	38229.95244	71.26796286	91.35508059	3000	4.421079229
12	1	0.2891780346	9.924463281	0.2595831271	20	0.07621823914	0.7518599004	25420.01274	62.69491201	82.95449514	3000	3.486381331
12	1	0.165919723	13.30803109	0.7613799805	22.5	0.1178437513	0.7581095482	18728.14771	71.16776197	91.92914195	3000	2.822883758
12	1	0.8549888662	4.234015891	0.4092335949	12.5	0.1262228289	0.7540955697	60793.67493	75.28978597	95.69901957	3000	6.344882203
12	1	1.208189969	3.188432837	0.6876547675	7.5	0.1287620202	0.7573635202	81024.88704	74.78954741	95.47720218	3000	8.418082003
12	1	1.159471149	3.214763405	0.01258624738	7.5	0.1173651051	0.749239208	80353.88002	74.45011637	94.46270262	3000	8.417019484
12	1	0.9232732832	4.013894174	0.8875955082	12.5	0.146471129	0.7597944102	64176.95238	79.76434465	100.6519402	3000	6.465722496
12	1	1.355096842	2.9893543	1.751329194	7.5	0.1581670946	0.7692610716	86480.74305	79.93992694	101.6912561	3000	8.774918053
12	1	1.397852718	2.978509612	2.361516394	7.5	0.1655639953	0.7755042239	86798.89442	79.94392859	102.305445	3000	8.774918053
12	1	1.587443305	2.436638694	0.1823398725	2.5	0.1345810221	0.7514500435	106301.7778	79.08691115	99.26925102	3000	10.8354174
12	1	1.623228495	2.414659267	0.4518875118	2.5	0.1404323661	0.75471695	107277.5817	79.76062192	100.2125094	3000	10.51508563
12	1	1.754307177	2.238650819	0.2894062514	0	0.1331408818	0.7527274778	115782.7795	78.0840672	98.37347345	3000	11.60583559
12	1	1.752599759	2.280335384	0.653966436	0	0.1328809024	0.7570111291	113649.8166	76.26011892	96.91408535	3000	11.41530144
12	1	1.125140685	3.426717642	1.128676121	10	0.150349691	0.7625191455	75328.0489	80	101.1286761	3000	7.638558112
12	1	1.945981507	2.171518418	1.840025681	0	0.1594258401	0.7701917418	119390.0228	80	101.8400257	3000	11.7046417
12	1	0.5377226093	6.088777072	0.502629373	17.5	0.1388135491	0.7553003012	42000.56885	78.95619298	99.45882235	3000	4.100294752
12	1	0.9708742115	3.78350138	0.1398934255	10	0.1106816553	0.7507375321	68139.75281	71.9139339	92.05382733	3000	7.357523544
12	1	0.9603886966	3.814571465	0.08711773146	10	0.1075228803	0.7500685223	67577.41677	71.26796286	91.35508059	3000	7.094363748
12	1	0.5399879192	6.055983001	0.4769133853	17.5	0.1399092556	0.7550073166	42232.88197	79.4573665	99.93427989	3000	4.879059388
12	1	0.3844682986	7.989825833	1.648359305	20	0.1564673769	0.7681690393	31793.07811	79.78651858	101.4348779	3000	3.571864369
